year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1942,France,FRA,EUR,Europe,1940s,0.0355,0.1344,0.6839,0.0364,0.7012,0.0214,0.033,9.57,7.37,Very Low (<$0.30),26.0,0.0263,0,none,0,1.19,0.0075,0.028,1.0,16.3,19.2638
1943,France,FRA,EUR,Europe,1940s,0.0378,0.1431,0.6861,0.0406,0.7369,0.023,0.0352,6.48,11.54,Very Low (<$0.30),26.0,0.028,0,none,0,1.2,0.0075,0.0303,1.0,17.3,18.1503
1944,France,FRA,EUR,Europe,1940s,0.0378,0.1431,0.6744,0.0391,0.6976,0.0224,0.0352,0.0,-3.69,Very Low (<$0.30),26.0,0.028,0,none,0,1.21,0.0076,0.0302,1.0,17.6,17.8409
1945,France,FRA,EUR,Europe,1940s,0.0411,0.1556,0.717,0.0438,0.7641,0.0244,0.0382,8.73,12.02,Very Low (<$0.30),26.0,0.0304,0,none,0,1.22,0.0077,0.0334,1.0,18.0,17.4444
1946,France,FRA,EUR,Europe,1940s,0.0426,0.1613,0.686,0.0445,0.7166,0.0256,0.0396,3.65,1.6,Very Low (<$0.30),26.0,0.0315,0,none,0,1.41,0.0089,0.0337,1.0,19.5,16.1026
1947,France,FRA,EUR,Europe,1940s,0.0429,0.1624,0.6041,0.0441,0.621,0.025,0.0399,0.7,-0.9,Very Low (<$0.30),26.0,0.0317,0,none,0,1.93,0.0121,0.0308,1.0,22.3,14.0807
1948,France,FRA,EUR,Europe,1940s,0.0469,0.1775,0.6111,0.0486,0.6332,0.0273,0.0436,9.32,10.2,Very Low (<$0.30),26.0,0.0347,0,none,0,2.6,0.0164,0.0305,1.0,24.1,13.029
1949,France,FRA,EUR,Europe,1940s,0.0476,0.1802,0.628,0.05,0.6597,0.0294,0.0443,1.49,2.88,Very Low (<$0.30),26.0,0.0352,0,none,0,2.54,0.016,0.0316,1.0,23.8,13.1933
1950,France,FRA,EUR,Europe,1950s,0.0507,0.1919,0.6606,0.0539,0.7023,0.0301,0.0472,6.51,7.8,Very Low (<$0.30),39.0,0.0309,0,none,0,2.51,0.0158,0.0349,1.0,24.1,13.029
1951,France,FRA,EUR,Europe,1950s,0.0507,0.1919,0.6123,0.0539,0.6509,0.0311,0.0472,0.0,0.0,Very Low (<$0.30),39.0,0.0309,0,none,0,2.53,0.0159,0.0348,1.0,26.0,12.0769
1952,France,FRA,EUR,Europe,1950s,0.0563,0.2131,0.6671,0.0584,0.692,0.0343,0.0524,11.05,8.35,Very Low (<$0.30),39.0,0.0343,0,none,0,2.53,0.0159,0.0404,1.0,26.5,11.8491
1953,France,FRA,EUR,Europe,1950s,0.0559,0.2116,0.6574,0.0586,0.6892,0.0329,0.052,-0.71,0.34,Very Low (<$0.30),39.0,0.0341,0,none,0,2.68,0.0169,0.039,1.0,26.7,11.7603
1954,France,FRA,EUR,Europe,1950s,0.0559,0.2116,0.6525,0.0583,0.6805,0.033,0.052,0.0,-0.51,Very Low (<$0.30),39.0,0.0341,0,none,0,2.78,0.0175,0.0384,1.0,26.9,11.6729
1955,France,FRA,EUR,Europe,1950s,0.0576,0.218,0.6749,0.0596,0.6983,0.0345,0.0536,3.04,2.23,Very Low (<$0.30),39.0,0.0351,0,none,0,2.77,0.0174,0.0402,1.0,26.8,11.7164
1956,France,FRA,EUR,Europe,1950s,0.0622,0.2355,0.718,0.0658,0.7596,0.0378,0.0578,7.99,10.4,Very Low (<$0.30),39.0,0.0379,0,none,0,2.79,0.0175,0.0447,1.0,27.2,11.5441
1957,France,FRA,EUR,Europe,1950s,0.0636,0.2408,0.7107,0.0655,0.7319,0.0389,0.0591,2.25,-0.46,Very Low (<$0.30),39.0,0.0388,0,none,0,3.09,0.0194,0.0442,1.0,28.1,11.1744
1958,France,FRA,EUR,Europe,1950s,0.0642,0.243,0.6975,0.065,0.7062,0.038,0.0597,0.94,-0.76,Very Low (<$0.30),39.0,0.0392,0,none,0,3.01,0.0189,0.0453,1.0,28.9,10.8651
1959,France,FRA,EUR,Europe,1950s,0.0668,0.2529,0.7208,0.0716,0.7726,0.0399,0.0621,4.05,10.15,Very Low (<$0.30),39.0,0.0407,0,none,0,2.9,0.0182,0.0486,1.0,29.1,10.7904
1960,France,FRA,EUR,Europe,1960s,0.0705,0.2669,0.7479,0.0723,0.767,0.0424,0.0656,5.54,0.98,Very Low (<$0.30),39.0,0.043,0,none,0,2.88,0.0181,0.0524,1.0,29.6,10.6081
1961,France,FRA,EUR,Europe,1960s,0.0726,0.2748,0.7624,0.0758,0.796,0.0446,0.0675,2.98,4.84,Very Low (<$0.30),39.0,0.0443,0,none,0,2.89,0.0182,0.0544,1.0,29.9,10.5017
1962,France,FRA,EUR,Europe,1960s,0.0747,0.2828,0.7767,0.0778,0.8089,0.0454,0.0695,2.89,2.64,Very Low (<$0.30),39.0,0.0456,0,none,0,2.9,0.0182,0.0565,1.0,30.2,10.3974
1963,France,FRA,EUR,Europe,1960s,0.0775,0.2934,0.7953,0.0817,0.8384,0.0464,0.0721,3.75,5.01,Very Low (<$0.30),39.0,0.0473,0,none,0,2.89,0.0182,0.0593,1.0,30.6,10.2614
1964,France,FRA,EUR,Europe,1960s,0.077,0.2915,0.7799,0.0814,0.8245,0.0475,0.0716,-0.65,-0.37,Very Low (<$0.30),39.0,0.047,0,none,0,2.88,0.0181,0.0589,1.0,31.0,10.129
1965,France,FRA,EUR,Europe,1960s,0.0821,0.3108,0.8184,0.0861,0.8583,0.0497,0.0764,6.62,5.77,Very Low (<$0.30),39.0,0.0501,0,none,0,2.86,0.018,0.0641,1.0,31.5,9.9683
1966,France,FRA,EUR,Europe,1960s,0.0848,0.321,0.8218,0.0899,0.8713,0.0504,0.0789,3.29,4.41,Very Low (<$0.30),39.0,0.0517,0,none,0,2.88,0.0181,0.0667,1.0,32.4,9.6914
1967,France,FRA,EUR,Europe,1960s,0.0881,0.3335,0.8282,0.0931,0.8753,0.0544,0.0819,3.89,3.56,Very Low (<$0.30),39.0,0.0537,0,none,0,2.92,0.0184,0.0697,1.0,33.4,9.4012
1968,France,FRA,EUR,Europe,1960s,0.0912,0.3452,0.8229,0.0967,0.8725,0.0542,0.0848,3.52,3.87,Very Low (<$0.30),39.0,0.0556,0,none,0,2.94,0.0185,0.0727,1.0,34.8,9.023
1969,France,FRA,EUR,Europe,1960s,0.0919,0.3479,0.7863,0.0953,0.8154,0.0548,0.0855,0.77,-1.45,Very Low (<$0.30),39.0,0.0561,0,none,0,3.09,0.0194,0.0725,1.0,36.7,8.5559
1970,France,FRA,EUR,Europe,1970s,0.0973,0.3683,0.7874,0.1009,0.8166,0.0559,0.0905,5.88,5.88,Very Low (<$0.30),52.0,0.0467,0,none,0,3.18,0.02,0.0773,1.0,38.8,8.0928
1971,France,FRA,EUR,Europe,1970s,0.1106,0.4187,0.8575,0.1165,0.9032,0.0637,0.1029,13.67,15.46,Very Low (<$0.30),52.0,0.0531,0,none,0,3.6,0.0226,0.088,1.0,40.5,7.7531
1972,France,FRA,EUR,Europe,1970s,0.124,0.4694,0.9315,0.1319,0.9908,0.0749,0.1153,12.12,13.22,Very Low (<$0.30),52.0,0.0595,0,none,0,3.6,0.0226,0.1014,1.0,41.8,7.512
1973,France,FRA,EUR,Europe,1970s,0.1393,0.5273,0.9851,0.1438,1.017,0.0852,0.1295,12.34,9.02,Very Low (<$0.30),52.0,0.0669,0,none,0,4.75,0.0299,0.1094,1.2,44.4,7.0721
1974,France,FRA,EUR,Europe,1970s,0.1651,0.625,1.0515,0.1729,1.1012,0.0983,0.1535,18.52,20.24,Very Low (<$0.30),52.0,0.0792,0,none,0,9.35,0.0588,0.1063,1.55,49.3,6.3692
1975,France,FRA,EUR,Europe,1970s,0.1798,0.6806,1.0494,0.1863,1.0873,0.1056,0.1672,8.9,7.75,Very Low (<$0.30),52.0,0.0863,0,none,0,10.72,0.0674,0.1124,1.0,53.8,5.8364
1976,France,FRA,EUR,Europe,1970s,0.2156,0.8161,1.1898,0.2292,1.2648,0.1312,0.2005,19.91,23.03,Very Low (<$0.30),52.0,0.1035,0,none,0,11.51,0.0724,0.1432,1.0,56.9,5.5185
1977,France,FRA,EUR,Europe,1970s,0.2489,0.9422,1.2897,0.2585,1.3394,0.1548,0.2315,15.45,12.78,Very Low (<$0.30),52.0,0.1195,0,none,0,13.92,0.0876,0.1613,1.0,60.6,5.1815
1978,France,FRA,EUR,Europe,1970s,0.2935,1.111,1.4135,0.3021,1.4549,0.174,0.273,17.92,16.87,Very Low (<$0.30),52.0,0.1409,0,none,0,14.02,0.0882,0.2053,1.0,65.2,4.816
1979,France,FRA,EUR,Europe,1970s,0.3557,1.3465,1.5384,0.3653,1.5799,0.2126,0.3308,21.19,20.92,Low ($0.30–$0.70),52.0,0.1707,0,none,0,31.61,0.1988,0.1569,1.3,72.6,4.3251
1980,France,FRA,EUR,Europe,1980s,0.4223,1.5986,1.6093,0.4448,1.695,0.2515,0.3927,18.72,21.76,Low ($0.30–$0.70),65.0,0.1478,0,none,0,36.83,0.2317,0.1906,1.25,82.4,3.8107
1981,France,FRA,EUR,Europe,1980s,0.4382,1.6588,1.5137,0.4534,1.5662,0.2634,0.4075,3.77,1.93,Low ($0.30–$0.70),65.1,0.1529,0,none,0,35.75,0.2249,0.2133,1.0,90.9,3.4543
1982,France,FRA,EUR,Europe,1980s,0.4601,1.7417,1.4971,0.4853,1.5791,0.2697,0.4279,5.0,7.04,Low ($0.30–$0.70),65.2,0.1601,0,none,0,31.82,0.2001,0.26,1.0,96.5,3.2539
1983,France,FRA,EUR,Europe,1980s,0.4995,1.8908,1.5747,0.5261,1.6586,0.3003,0.4645,8.56,8.41,Low ($0.30–$0.70),65.3,0.1733,0,none,0,29.55,0.1859,0.3136,1.0,99.6,3.1526
1984,France,FRA,EUR,Europe,1980s,0.5064,1.9169,1.5304,0.5222,1.5782,0.3049,0.471,1.38,-0.74,Low ($0.30–$0.70),65.4,0.1752,0,none,0,28.78,0.181,0.3254,1.0,103.9,3.0221
1985,France,FRA,EUR,Europe,1980s,0.5318,2.0131,1.5519,0.5779,1.6864,0.3201,0.4946,5.02,10.67,Low ($0.30–$0.70),65.5,0.1835,0,none,0,27.56,0.1733,0.3585,1.0,107.6,2.9182
1986,France,FRA,EUR,Europe,1980s,0.5669,2.1459,1.6241,0.6017,1.7238,0.3418,0.5272,6.6,4.12,Low ($0.30–$0.70),65.6,0.195,0,none,0,14.43,0.0908,0.4761,0.75,109.6,2.865
1987,France,FRA,EUR,Europe,1980s,0.5885,2.2277,1.6267,0.6189,1.7107,0.3483,0.5473,3.81,2.86,Low ($0.30–$0.70),65.7,0.2019,0,none,0,18.44,0.116,0.4725,1.0,113.6,2.7641
1988,France,FRA,EUR,Europe,1980s,0.6055,2.2921,1.6072,0.6297,1.6714,0.3653,0.5631,2.89,1.75,Low ($0.30–$0.70),65.8,0.2071,0,none,0,14.92,0.0938,0.5117,1.0,118.3,2.6543
1989,France,FRA,EUR,Europe,1980s,0.6484,2.4545,1.6419,0.6935,1.7561,0.3804,0.603,7.09,10.13,Low ($0.30–$0.70),65.9,0.2211,0,none,0,18.33,0.1153,0.5331,1.0,124.0,2.5323
1990,France,FRA,EUR,Europe,1990s,0.6777,2.5654,1.6281,0.6847,1.645,0.3923,0.6303,4.52,-1.27,Low ($0.30–$0.70),66.0,0.2304,0,none,0,23.73,0.1493,0.5284,1.0,130.7,2.4024
1991,France,FRA,EUR,Europe,1990s,0.707,2.6763,1.6299,0.7177,1.6546,0.4236,0.6575,4.32,4.82,Medium ($0.70–$1.10),66.1,0.2397,0,none,0,20.2,0.1271,0.5799,1.0,136.2,2.3054
1992,France,FRA,EUR,Europe,1990s,0.7543,2.8553,1.6882,0.7963,1.7822,0.4722,0.7015,6.69,10.95,Medium ($0.70–$1.10),66.2,0.255,0,none,0,19.32,0.1215,0.6328,1.0,140.3,2.2381
1993,France,FRA,EUR,Europe,1990s,0.7838,2.967,1.7032,0.8435,1.8329,0.4727,0.7289,3.91,5.93,Medium ($0.70–$1.10),66.3,0.2641,0,none,0,16.97,0.1067,0.6771,1.0,144.5,2.173
1994,France,FRA,EUR,Europe,1990s,0.818,3.0965,1.7331,0.8676,1.8382,0.4947,0.7607,4.36,2.86,Medium ($0.70–$1.10),66.4,0.2748,0,none,0,15.82,0.0995,0.7185,1.0,148.2,2.1188
1995,France,FRA,EUR,Europe,1990s,0.8523,3.2263,1.7561,0.8989,1.8521,0.5025,0.7926,4.19,3.61,Medium ($0.70–$1.10),66.5,0.2855,0,none,0,17.02,0.1071,0.7452,1.0,152.4,2.0604
1996,France,FRA,EUR,Europe,1990s,0.8722,3.3016,1.7455,0.9228,1.8468,0.5361,0.8111,2.33,2.66,Medium ($0.70–$1.10),66.6,0.2913,0,none,0,22.12,0.1391,0.7331,1.0,156.9,2.0013
1997,France,FRA,EUR,Europe,1990s,0.9177,3.4739,1.7954,0.965,1.8879,0.5345,0.8535,5.22,4.57,Medium ($0.70–$1.10),66.7,0.3056,0,none,0,19.09,0.1201,0.7976,1.0,160.5,1.9564
1998,France,FRA,EUR,Europe,1990s,0.9097,3.4436,1.7524,0.9731,1.8746,0.5617,0.846,-0.87,0.84,Medium ($0.70–$1.10),66.8,0.302,0,none,0,13.07,0.0822,0.8275,0.82,163.0,1.9264
1999,France,FRA,EUR,Europe,1990s,0.9646,3.6514,1.818,1.0086,1.901,0.5925,0.8971,6.03,3.65,Medium ($0.70–$1.10),66.9,0.3193,0,none,0,17.97,0.113,0.8516,1.0,166.6,1.8848
2000,France,FRA,EUR,Europe,2000s,0.9992,3.7824,1.822,1.0921,1.9914,0.5962,0.9293,3.59,8.28,Medium ($0.70–$1.10),67.0,0.3297,0,none,0,30.38,0.1911,0.8081,1.0,172.2,1.8235
2001,France,FRA,EUR,Europe,2000s,1.0266,3.8861,1.8202,1.059,1.8776,0.6081,0.9547,2.74,-3.03,Medium ($0.70–$1.10),67.0,0.3388,0,none,0,25.93,0.1631,0.8635,1.0,177.1,1.773
2002,France,FRA,EUR,Europe,2000s,1.07,4.0504,1.8676,1.1474,2.0027,0.6161,0.9951,4.23,8.35,Medium ($0.70–$1.10),67.1,0.352,0,none,0,26.15,0.1645,0.9055,1.0,179.9,1.7454
2003,France,FRA,EUR,Europe,2000s,1.1437,4.3294,1.9517,1.1836,2.0198,0.6936,1.0636,6.89,3.15,High ($1.10–$1.60),67.2,0.3751,0,none,0,31.07,0.1954,0.9483,1.0,184.0,1.7065
2004,France,FRA,EUR,Europe,2000s,1.1761,4.452,1.955,1.1993,1.9935,0.7099,1.0938,2.83,1.33,High ($1.10–$1.60),67.3,0.3846,0,none,0,41.49,0.261,0.9151,1.0,188.9,1.6623
2005,France,FRA,EUR,Europe,2000s,1.2382,4.6871,1.9908,1.3256,2.1313,0.7445,1.1515,5.28,10.53,High ($1.10–$1.60),67.4,0.4037,0,none,0,56.59,0.3559,0.8823,1.0,195.3,1.6078
2006,France,FRA,EUR,Europe,2000s,1.357,5.1368,2.1136,1.4027,2.1848,0.8071,1.262,9.59,5.82,High ($1.10–$1.60),67.5,0.441,0,none,0,66.02,0.4153,0.9417,1.0,201.6,1.5575
2007,France,FRA,EUR,Europe,2000s,1.4238,5.3897,2.1566,1.4596,2.2109,0.8715,1.3241,4.92,4.06,High ($1.10–$1.60),67.6,0.4613,0,none,0,72.34,0.455,0.9688,1.0,207.3,1.5147
2008,France,FRA,EUR,Europe,2000s,1.5745,5.9601,2.2963,1.6744,2.442,0.9556,1.4643,10.58,14.72,High ($1.10–$1.60),67.7,0.5086,0,none,0,99.67,0.6269,0.9476,1.28,215.3,1.4584
2009,France,FRA,EUR,Europe,2000s,1.4794,5.6001,2.1656,1.5662,2.2927,0.8835,1.3758,-6.04,-6.46,High ($1.10–$1.60),67.8,0.4764,0,none,0,61.74,0.3883,1.0911,0.78,214.5,1.4639
2010,France,FRA,EUR,Europe,2010s,1.3766,5.211,1.9819,1.418,2.0415,0.8221,1.2802,-6.95,-9.46,High ($1.10–$1.60),67.9,0.4419,0,none,0,79.61,0.5007,0.8759,1.0,218.1,1.4397
2011,France,FRA,EUR,Europe,2010s,1.3863,5.2477,1.9355,1.4319,1.9992,0.8522,1.2893,0.7,0.98,High ($1.10–$1.60),68.0,0.4436,0,none,0,111.26,0.6998,0.6865,1.0,224.9,1.3962
2012,France,FRA,EUR,Europe,2010s,1.4132,5.3495,1.9327,1.53,2.0924,0.8327,1.3143,1.94,6.85,High ($1.10–$1.60),68.1,0.4508,0,none,0,112.01,0.7045,0.7087,1.0,229.6,1.3676
2013,France,FRA,EUR,Europe,2010s,1.462,5.5343,1.9702,1.5267,2.0574,0.8826,1.3597,3.45,-0.22,High ($1.10–$1.60),68.2,0.4649,0,none,0,108.66,0.6835,0.7785,1.0,233.0,1.3476
2014,France,FRA,EUR,Europe,2010s,1.4568,5.5146,1.9326,1.5024,1.993,0.8523,1.3548,-0.36,-1.59,High ($1.10–$1.60),68.3,0.4618,0,none,0,98.97,0.6225,0.8343,1.0,236.7,1.3266
2015,France,FRA,EUR,Europe,2010s,1.488,5.6327,1.9714,1.5864,2.1018,0.8801,1.3838,2.14,5.59,High ($1.10–$1.60),68.4,0.4702,0,none,0,52.39,0.3295,1.1585,1.0,237.0,1.3249
2016,France,FRA,EUR,Europe,2010s,1.482,5.61,1.9389,1.5654,2.0481,0.8896,1.3783,-0.4,-1.32,High ($1.10–$1.60),68.5,0.4668,0,none,0,43.74,0.2751,1.2069,1.0,240.0,1.3083
2017,France,FRA,EUR,Europe,2010s,1.5139,5.7307,1.9395,1.5925,2.0402,0.9187,1.4079,2.15,1.73,High ($1.10–$1.60),68.6,0.4754,0,none,0,54.25,0.3412,1.1727,1.0,245.1,1.2811
2018,France,FRA,EUR,Europe,2010s,1.572,5.9507,1.9658,1.6555,2.0702,0.9281,1.462,3.84,3.96,High ($1.10–$1.60),68.7,0.492,0,none,0,71.34,0.4487,1.1233,1.0,251.1,1.2505
2019,France,FRA,EUR,Europe,2010s,1.6425,6.2175,2.017,1.7446,2.1424,0.9807,1.5275,4.48,5.38,Very High (>$1.60),68.8,0.5125,0,none,0,64.37,0.4049,1.2376,1.0,255.7,1.228
2020,France,FRA,EUR,Europe,2020s,1.7728,6.7108,2.1509,1.8567,2.2527,1.0641,1.6487,7.93,6.43,Very High (>$1.60),68.9,0.5513,0,none,0,41.84,0.2632,1.5096,0.72,258.8,1.2133
2021,France,FRA,EUR,Europe,2020s,1.9833,7.5076,2.298,2.1243,2.4614,1.2152,1.8445,11.87,14.41,Very High (>$1.60),69.0,0.6148,0,none,0,70.86,0.4457,1.5376,1.0,271.0,1.1587
2022,France,FRA,EUR,Europe,2020s,2.0877,7.9028,2.2396,2.1787,2.3372,1.2926,1.9416,5.26,2.56,Very High (>$1.60),69.1,0.6451,0,none,0,101.32,0.6373,1.4504,1.3,292.7,1.0728
2023,France,FRA,EUR,Europe,2020s,1.9295,7.3039,1.9884,2.0096,2.0709,1.1433,1.7944,-7.58,-7.76,Very High (>$1.60),69.2,0.5943,0,none,0,82.49,0.5188,1.4107,1.0,304.7,1.0305
2024,France,FRA,EUR,Europe,2020s,1.8896,7.1529,1.8896,2.0134,2.0134,1.1893,1.7573,-2.07,0.19,Very High (>$1.60),69.3,0.5801,0,none,0,80.0,0.5032,1.3864,1.0,314.0,1.0
1924,Germany,DEU,EUR,Europe,1920s,0.0237,0.0897,0.4352,0.025,0.4591,0.0138,0.022,,,Very Low (<$0.30),25.2,0.0177,0,none,0,1.43,0.009,0.0147,1.0,17.1,18.3626
1925,Germany,DEU,EUR,Europe,1920s,0.0244,0.0924,0.4378,0.0256,0.4593,0.0139,0.0227,2.95,2.4,Very Low (<$0.30),25.2,0.0183,0,none,0,1.68,0.0106,0.0138,1.0,17.5,17.9429
1926,Germany,DEU,EUR,Europe,1920s,0.0246,0.0931,0.4364,0.0257,0.4559,0.0143,0.0229,0.82,0.39,Very Low (<$0.30),25.2,0.0184,0,none,0,1.88,0.0118,0.0128,1.0,17.7,17.7401
1927,Germany,DEU,EUR,Europe,1920s,0.0251,0.095,0.453,0.0265,0.4782,0.0144,0.0233,2.03,3.11,Very Low (<$0.30),25.2,0.0188,0,none,0,1.3,0.0082,0.0169,1.0,17.4,18.046
1928,Germany,DEU,EUR,Europe,1920s,0.0256,0.0969,0.4701,0.026,0.4774,0.0148,0.0238,1.99,-1.89,Very Low (<$0.30),25.2,0.0191,0,none,0,1.17,0.0074,0.0182,1.0,17.1,18.3626
1929,Germany,DEU,EUR,Europe,1920s,0.0259,0.098,0.4756,0.0268,0.4921,0.0151,0.0241,1.17,3.08,Very Low (<$0.30),25.2,0.0194,0,none,0,1.27,0.008,0.0179,1.0,17.1,18.3626
1930,Germany,DEU,EUR,Europe,1930s,0.0269,0.1018,0.5058,0.0281,0.5283,0.0154,0.025,3.86,4.85,Very Low (<$0.30),25.2,0.0201,0,none,0,1.19,0.0075,0.0194,1.0,16.7,18.8024
1931,Germany,DEU,EUR,Europe,1930s,0.0264,0.0999,0.5454,0.028,0.5784,0.0152,0.0246,-1.86,-0.36,Very Low (<$0.30),25.2,0.0197,0,none,0,0.65,0.0041,0.0223,1.0,15.2,20.6579
1932,Germany,DEU,EUR,Europe,1930s,0.0266,0.1007,0.6097,0.0276,0.6326,0.0155,0.0247,0.76,-1.43,Very Low (<$0.30),25.2,0.0199,0,none,0,0.87,0.0055,0.0211,1.0,13.7,22.9197
1933,Germany,DEU,EUR,Europe,1930s,0.0281,0.1064,0.6787,0.0296,0.715,0.016,0.0261,5.64,7.25,Very Low (<$0.30),25.2,0.021,0,none,0,0.67,0.0042,0.0239,1.0,13.0,24.1538
1934,Germany,DEU,EUR,Europe,1930s,0.0279,0.1056,0.6538,0.0291,0.6819,0.016,0.0259,-0.71,-1.69,Very Low (<$0.30),25.2,0.0209,0,none,0,1.0,0.0063,0.0216,1.0,13.4,23.4328
1935,Germany,DEU,EUR,Europe,1930s,0.0284,0.1075,0.6509,0.0293,0.6715,0.0165,0.0264,1.79,0.69,Very Low (<$0.30),25.2,0.0212,0,none,0,0.97,0.0061,0.0223,1.0,13.7,22.9197
1936,Germany,DEU,EUR,Europe,1930s,0.0285,0.1079,0.6438,0.0298,0.6732,0.0169,0.0265,0.35,1.71,Very Low (<$0.30),25.2,0.0213,0,none,0,1.09,0.0069,0.0216,1.0,13.9,22.5899
1937,Germany,DEU,EUR,Europe,1930s,0.0279,0.1056,0.6084,0.0292,0.6367,0.0161,0.0259,-2.11,-2.01,Very Low (<$0.30),25.2,0.0209,0,none,0,1.18,0.0074,0.0205,1.0,14.4,21.8056
