year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1943,Nigeria,NGA,NGN,Africa,1940s,0.0135,0.0511,0.245,0.0111,0.2015,0.0068,19.575,0.0,0.0,Very Low (<$0.30),0.0,0.0135,0,heavy,1,1.2,0.0075,0.006,1.0,17.3,18.1503
1944,Nigeria,NGA,NGN,Africa,1940s,0.0137,0.0519,0.2444,0.0113,0.2016,0.0069,19.865,1.48,1.8,Very Low (<$0.30),0.0,0.0137,0,heavy,1,1.21,0.0076,0.0061,1.0,17.6,17.8409
1945,Nigeria,NGA,NGN,Africa,1940s,0.0145,0.0549,0.2529,0.0119,0.2076,0.0072,21.025,5.84,5.31,Very Low (<$0.30),0.0,0.0145,0,heavy,1,1.22,0.0077,0.0068,1.0,18.0,17.4444
1946,Nigeria,NGA,NGN,Africa,1940s,0.0156,0.0591,0.2512,0.0129,0.2077,0.0077,22.62,7.59,8.4,Very Low (<$0.30),0.0,0.0156,0,heavy,1,1.41,0.0089,0.0067,1.0,19.5,16.1026
1947,Nigeria,NGA,NGN,Africa,1940s,0.0161,0.0609,0.2267,0.0132,0.1859,0.008,23.345,3.21,2.33,Very Low (<$0.30),0.0,0.0161,0,heavy,1,1.93,0.0121,0.004,1.0,22.3,14.0807
1948,Nigeria,NGA,NGN,Africa,1940s,0.0169,0.064,0.2202,0.0141,0.1837,0.0087,24.505,4.97,6.82,Very Low (<$0.30),0.0,0.0169,0,heavy,1,2.6,0.0164,0.0005,1.0,24.1,13.029
1949,Nigeria,NGA,NGN,Africa,1940s,0.0172,0.0651,0.2269,0.0143,0.1887,0.0089,24.94,1.78,1.42,Very Low (<$0.30),0.0,0.0172,0,heavy,1,2.54,0.016,0.0012,1.0,23.8,13.1933
1950,Nigeria,NGA,NGN,Africa,1950s,0.0174,0.0659,0.2267,0.0142,0.185,0.0088,25.23,1.16,-0.7,Very Low (<$0.30),0.0,0.0174,1,heavy,1,2.51,0.0158,0.0016,1.0,24.1,13.029
1951,Nigeria,NGA,NGN,Africa,1950s,0.0184,0.0697,0.2222,0.0147,0.1775,0.0091,26.68,5.75,3.52,Very Low (<$0.30),0.0,0.0184,1,heavy,1,2.53,0.0159,0.0025,1.0,26.0,12.0769
1952,Nigeria,NGA,NGN,Africa,1950s,0.019,0.0719,0.2251,0.0157,0.186,0.0093,27.55,3.26,6.8,Very Low (<$0.30),0.0,0.019,1,heavy,1,2.53,0.0159,0.0031,1.0,26.5,11.8491
1953,Nigeria,NGA,NGN,Africa,1950s,0.0187,0.0708,0.2199,0.0156,0.1835,0.0092,27.115,-1.58,-0.64,Very Low (<$0.30),0.0,0.0187,1,heavy,1,2.68,0.0169,0.0018,1.0,26.7,11.7603
1954,Nigeria,NGA,NGN,Africa,1950s,0.0195,0.0738,0.2276,0.0163,0.1903,0.0094,28.275,4.28,4.49,Very Low (<$0.30),0.0,0.0195,1,heavy,1,2.78,0.0175,0.002,1.0,26.9,11.6729
1955,Nigeria,NGA,NGN,Africa,1950s,0.0197,0.0746,0.2308,0.0161,0.1886,0.0099,28.565,1.03,-1.23,Very Low (<$0.30),0.0,0.0197,1,heavy,1,2.77,0.0174,0.0023,1.0,26.8,11.7164
1956,Nigeria,NGA,NGN,Africa,1950s,0.0202,0.0765,0.2332,0.0164,0.1893,0.0102,29.29,2.54,1.86,Very Low (<$0.30),0.0,0.0202,1,heavy,1,2.79,0.0175,0.0027,1.0,27.2,11.5441
1957,Nigeria,NGA,NGN,Africa,1950s,0.0205,0.0776,0.2291,0.0172,0.1922,0.0101,29.725,1.49,4.88,Very Low (<$0.30),0.0,0.0205,1,heavy,1,3.09,0.0194,0.0011,1.0,28.1,11.1744
1958,Nigeria,NGA,NGN,Africa,1950s,0.0208,0.0787,0.226,0.017,0.1847,0.0102,30.16,1.46,-1.16,Very Low (<$0.30),0.0,0.0208,1,heavy,1,3.01,0.0189,0.0019,1.0,28.9,10.8651
1959,Nigeria,NGA,NGN,Africa,1950s,0.0213,0.0806,0.2298,0.0177,0.191,0.0106,30.885,2.4,4.12,Very Low (<$0.30),0.0,0.0213,1,heavy,1,2.9,0.0182,0.0031,1.0,29.1,10.7904
1960,Nigeria,NGA,NGN,Africa,1960s,0.021,0.0795,0.2228,0.0174,0.1846,0.0105,30.45,-1.41,-1.69,Very Low (<$0.30),0.0,0.021,1,heavy,1,2.88,0.0181,0.0029,1.0,29.6,10.6081
1961,Nigeria,NGA,NGN,Africa,1960s,0.0221,0.0837,0.2321,0.0182,0.1911,0.0108,32.045,5.24,4.6,Very Low (<$0.30),0.0,0.0221,1,heavy,1,2.89,0.0182,0.0039,1.0,29.9,10.5017
1962,Nigeria,NGA,NGN,Africa,1960s,0.0233,0.0882,0.2423,0.0191,0.1986,0.0119,33.785,5.43,4.95,Very Low (<$0.30),0.0,0.0233,1,heavy,1,2.9,0.0182,0.0051,1.0,30.2,10.3974
1963,Nigeria,NGA,NGN,Africa,1960s,0.024,0.0908,0.2463,0.0195,0.2001,0.0119,34.8,3.0,2.09,Very Low (<$0.30),0.0,0.024,1,heavy,1,2.89,0.0182,0.0058,1.0,30.6,10.2614
1964,Nigeria,NGA,NGN,Africa,1960s,0.024,0.0908,0.2431,0.0196,0.1985,0.0122,34.8,0.0,0.51,Very Low (<$0.30),0.0,0.024,1,heavy,1,2.88,0.0181,0.0059,1.0,31.0,10.129
1965,Nigeria,NGA,NGN,Africa,1960s,0.0251,0.095,0.2502,0.0201,0.2004,0.0127,36.395,4.58,2.55,Very Low (<$0.30),0.0,0.0251,1,heavy,1,2.86,0.018,0.0071,1.0,31.5,9.9683
1966,Nigeria,NGA,NGN,Africa,1960s,0.0247,0.0935,0.2394,0.0206,0.1996,0.0118,35.815,-1.59,2.49,Very Low (<$0.30),0.0,0.0247,1,heavy,1,2.88,0.0181,0.0066,1.0,32.4,9.6914
1967,Nigeria,NGA,NGN,Africa,1960s,0.0259,0.098,0.2435,0.0211,0.1984,0.0127,37.555,4.86,2.43,Very Low (<$0.30),0.0,0.0259,1,heavy,1,2.92,0.0184,0.0075,1.0,33.4,9.4012
1968,Nigeria,NGA,NGN,Africa,1960s,0.0267,0.1011,0.2409,0.0216,0.1949,0.0137,38.715,3.09,2.37,Very Low (<$0.30),0.0,0.0267,1,heavy,1,2.94,0.0185,0.0082,1.0,34.8,9.023
1969,Nigeria,NGA,NGN,Africa,1960s,0.0274,0.1037,0.2344,0.0229,0.1959,0.0138,39.73,2.62,6.02,Very Low (<$0.30),0.0,0.0274,1,heavy,1,3.09,0.0194,0.008,1.0,36.7,8.5559
1970,Nigeria,NGA,NGN,Africa,1970s,0.0287,0.1086,0.2323,0.0232,0.1878,0.0146,41.615,4.74,1.31,Very Low (<$0.30),0.0,0.0287,1,heavy,1,3.18,0.02,0.0087,1.0,38.8,8.0928
1971,Nigeria,NGA,NGN,Africa,1970s,0.0324,0.1226,0.2512,0.0263,0.2039,0.0154,46.98,12.89,13.36,Very Low (<$0.30),0.0,0.0324,1,heavy,1,3.6,0.0226,0.0098,1.0,40.5,7.7531
1972,Nigeria,NGA,NGN,Africa,1970s,0.0372,0.1408,0.2794,0.0301,0.2261,0.0189,53.94,14.81,14.45,Very Low (<$0.30),0.0,0.0372,1,heavy,1,3.6,0.0226,0.0146,1.0,41.8,7.512
1973,Nigeria,NGA,NGN,Africa,1970s,0.0427,0.1616,0.302,0.0351,0.2482,0.0218,61.915,14.78,16.61,Very Low (<$0.30),0.0,0.0427,1,heavy,1,4.75,0.0299,0.0128,1.2,44.4,7.0721
1974,Nigeria,NGA,NGN,Africa,1970s,0.0484,0.1832,0.3083,0.0396,0.2522,0.0239,70.18,13.35,12.82,Very Low (<$0.30),0.0,0.0484,1,heavy,1,9.35,0.0588,-0.0104,1.55,49.3,6.3692
1975,Nigeria,NGA,NGN,Africa,1970s,0.055,0.2082,0.321,0.0457,0.2667,0.0286,79.75,13.64,15.4,Very Low (<$0.30),0.0,0.055,1,heavy,1,10.72,0.0674,-0.0124,1.0,53.8,5.8364
1976,Nigeria,NGA,NGN,Africa,1970s,0.0609,0.2305,0.3361,0.0503,0.2776,0.0306,88.305,10.73,10.07,Very Low (<$0.30),0.0,0.0609,1,heavy,1,11.51,0.0724,-0.0115,1.0,56.9,5.5185
1977,Nigeria,NGA,NGN,Africa,1970s,0.0671,0.254,0.3477,0.055,0.285,0.0345,97.295,10.18,9.34,Very Low (<$0.30),0.0,0.0671,1,heavy,1,13.92,0.0876,-0.0205,1.0,60.6,5.1815
1978,Nigeria,NGA,NGN,Africa,1970s,0.0742,0.2809,0.3573,0.0597,0.2875,0.0362,107.59,10.58,8.55,Very Low (<$0.30),0.0,0.0742,1,heavy,1,14.02,0.0882,-0.014,1.0,65.2,4.816
1979,Nigeria,NGA,NGN,Africa,1970s,0.0797,0.3017,0.3447,0.0674,0.2915,0.0403,115.565,7.41,12.9,Very Low (<$0.30),0.0,0.0797,1,heavy,1,31.61,0.1988,-0.1191,1.3,72.6,4.3251
1980,Nigeria,NGA,NGN,Africa,1980s,0.0906,0.343,0.3452,0.075,0.2858,0.045,131.37,13.68,11.28,Very Low (<$0.30),0.0,0.0906,1,heavy,1,36.83,0.2317,-0.1411,1.25,82.4,3.8107
1981,Nigeria,NGA,NGN,Africa,1980s,0.0872,0.3301,0.3012,0.0724,0.2501,0.0433,126.44,-3.75,-3.47,Very Low (<$0.30),0.0,0.0872,1,heavy,1,35.75,0.2249,-0.1377,1.0,90.9,3.4543
1982,Nigeria,NGA,NGN,Africa,1980s,0.0831,0.3146,0.2704,0.0681,0.2216,0.042,120.495,-4.7,-5.94,Very Low (<$0.30),0.0,0.0831,1,heavy,1,31.82,0.2001,-0.117,1.0,96.5,3.2539
1983,Nigeria,NGA,NGN,Africa,1980s,0.084,0.318,0.2648,0.0694,0.2188,0.0418,121.8,1.08,1.91,Very Low (<$0.30),0.0,0.084,1,heavy,1,29.55,0.1859,-0.1019,1.0,99.6,3.1526
1984,Nigeria,NGA,NGN,Africa,1980s,0.0821,0.3108,0.2481,0.0663,0.2004,0.0412,119.045,-2.26,-4.47,Very Low (<$0.30),0.0,0.0821,1,heavy,1,28.78,0.181,-0.0989,1.0,103.9,3.0221
1985,Nigeria,NGA,NGN,Africa,1980s,0.0821,0.3108,0.2396,0.068,0.1984,0.0412,119.045,0.0,2.56,Very Low (<$0.30),0.0,0.0821,1,heavy,1,27.56,0.1733,-0.0912,1.0,107.6,2.9182
1986,Nigeria,NGA,NGN,Africa,1980s,0.0802,0.3036,0.2298,0.0647,0.1854,0.0403,116.29,-2.31,-4.85,Very Low (<$0.30),0.0,0.0802,1,heavy,1,14.43,0.0908,-0.0106,0.75,109.6,2.865
1987,Nigeria,NGA,NGN,Africa,1980s,0.0839,0.3176,0.2319,0.0697,0.1927,0.0415,121.655,4.61,7.73,Very Low (<$0.30),0.0,0.0839,1,heavy,1,18.44,0.116,-0.0321,1.0,113.6,2.7641
1988,Nigeria,NGA,NGN,Africa,1980s,0.0837,0.3168,0.2222,0.069,0.1831,0.0434,121.365,-0.24,-1.0,Very Low (<$0.30),0.0,0.0837,1,heavy,1,14.92,0.0938,-0.0101,1.0,118.3,2.6543
1989,Nigeria,NGA,NGN,Africa,1980s,0.0883,0.3343,0.2236,0.0735,0.1861,0.0431,128.035,5.5,6.52,Very Low (<$0.30),0.0,0.0883,1,heavy,1,18.33,0.1153,-0.027,1.0,124.0,2.5323
1990,Nigeria,NGA,NGN,Africa,1990s,0.0883,0.3343,0.2121,0.0725,0.1742,0.0452,128.035,0.0,-1.36,Very Low (<$0.30),0.0,0.0883,1,heavy,1,23.73,0.1493,-0.061,1.0,130.7,2.4024
1991,Nigeria,NGA,NGN,Africa,1990s,0.0913,0.3456,0.2105,0.0747,0.1722,0.045,132.385,3.4,3.03,Very Low (<$0.30),0.0,0.0913,1,heavy,1,20.2,0.1271,-0.0358,1.0,136.2,2.3054
1992,Nigeria,NGA,NGN,Africa,1990s,0.0854,0.3233,0.1911,0.0692,0.1549,0.0431,123.83,-6.46,-7.36,Very Low (<$0.30),0.0,0.0854,1,heavy,1,19.32,0.1215,-0.0361,1.0,140.3,2.2381
1993,Nigeria,NGA,NGN,Africa,1990s,0.0858,0.3248,0.1864,0.0711,0.1545,0.0414,124.41,0.47,2.75,Very Low (<$0.30),0.0,0.0858,1,heavy,1,16.97,0.1067,-0.0209,1.0,144.5,2.173
1994,Nigeria,NGA,NGN,Africa,1990s,0.085,0.3218,0.1801,0.0693,0.1468,0.0425,123.25,-0.93,-2.53,Very Low (<$0.30),0.0,0.085,1,heavy,1,15.82,0.0995,-0.0145,1.0,148.2,2.1188
1995,Nigeria,NGA,NGN,Africa,1990s,0.0833,0.3153,0.1716,0.0681,0.1403,0.0423,120.785,-2.0,-1.73,Very Low (<$0.30),0.0,0.0833,1,heavy,1,17.02,0.1071,-0.0238,1.0,152.4,2.0604
1996,Nigeria,NGA,NGN,Africa,1990s,0.0885,0.335,0.1771,0.0739,0.1479,0.0452,128.325,6.24,8.52,Very Low (<$0.30),0.0,0.0885,1,heavy,1,22.12,0.1391,-0.0506,1.0,156.9,2.0013
1997,Nigeria,NGA,NGN,Africa,1990s,0.0959,0.363,0.1876,0.0803,0.1571,0.0478,139.055,8.36,8.66,Very Low (<$0.30),0.0,0.0959,1,heavy,1,19.09,0.1201,-0.0242,1.0,160.5,1.9564
1998,Nigeria,NGA,NGN,Africa,1990s,0.1042,0.3944,0.2007,0.0845,0.1628,0.0512,151.09,8.65,5.23,Very Low (<$0.30),0.0,0.1042,1,heavy,1,13.07,0.0822,0.022,0.82,163.0,1.9264
1999,Nigeria,NGA,NGN,Africa,1990s,0.1083,0.41,0.2041,0.09,0.1696,0.0533,157.035,3.93,6.51,Very Low (<$0.30),0.0,0.1083,1,heavy,1,17.97,0.113,-0.0047,1.0,166.6,1.8848
2000,Nigeria,NGA,NGN,Africa,2000s,0.1219,0.4614,0.2223,0.1018,0.1856,0.0593,176.755,12.56,13.11,Very Low (<$0.30),0.0,0.1219,1,heavy,1,30.38,0.1911,-0.0692,1.0,172.2,1.8235
2001,Nigeria,NGA,NGN,Africa,2000s,0.1302,0.4929,0.2308,0.1081,0.1917,0.0679,188.79,6.81,6.19,Very Low (<$0.30),0.0,0.1302,1,heavy,1,25.93,0.1631,-0.0329,1.0,177.1,1.773
2002,Nigeria,NGA,NGN,Africa,2000s,0.1403,0.5311,0.2449,0.1139,0.1988,0.0727,203.435,7.76,5.37,Very Low (<$0.30),0.0,0.1403,1,heavy,1,26.15,0.1645,-0.0242,1.0,179.9,1.7454
2003,Nigeria,NGA,NGN,Africa,2000s,0.1497,0.5667,0.2555,0.1215,0.2073,0.0732,217.065,6.7,6.67,Very Low (<$0.30),0.0,0.1497,1,heavy,1,31.07,0.1954,-0.0457,1.0,184.0,1.7065
2004,Nigeria,NGA,NGN,Africa,2000s,0.1646,0.6231,0.2736,0.1346,0.2237,0.0855,238.67,9.95,10.78,Very Low (<$0.30),0.0,0.1646,1,heavy,1,41.49,0.261,-0.0964,1.0,188.9,1.6623
2005,Nigeria,NGA,NGN,Africa,2000s,0.1828,0.692,0.2939,0.1473,0.2368,0.0911,265.06,11.06,9.44,Very Low (<$0.30),0.0,0.1828,1,heavy,1,56.59,0.3559,-0.1731,1.0,195.3,1.6078
2006,Nigeria,NGA,NGN,Africa,2000s,0.2234,0.8457,0.348,0.1832,0.2853,0.1101,323.93,22.21,24.37,Very Low (<$0.30),0.0,0.2234,1,heavy,1,66.02,0.4153,-0.1919,1.0,201.6,1.5575
2007,Nigeria,NGA,NGN,Africa,2000s,0.275,1.041,0.4165,0.2266,0.3432,0.1415,398.75,23.1,23.69,Very Low (<$0.30),0.0,0.275,1,heavy,1,72.34,0.455,-0.18,1.0,207.3,1.5147
2008,Nigeria,NGA,NGN,Africa,2000s,0.349,1.3211,0.509,0.2835,0.4135,0.171,506.05,26.91,25.11,Low ($0.30–$0.70),0.0,0.349,1,heavy,1,99.67,0.6269,-0.2779,1.28,215.3,1.4584
2009,Nigeria,NGA,NGN,Africa,2000s,0.3839,1.4532,0.562,0.3219,0.4712,0.1961,556.655,10.0,13.54,Low ($0.30–$0.70),0.0,0.3839,1,heavy,1,61.74,0.3883,-0.0044,0.78,214.5,1.4639
2010,Nigeria,NGA,NGN,Africa,2010s,0.3847,1.4562,0.5539,0.3106,0.4472,0.1903,557.815,0.21,-3.51,Low ($0.30–$0.70),0.0,0.3847,1,heavy,1,79.61,0.5007,-0.116,1.0,218.1,1.4397
2011,Nigeria,NGA,NGN,Africa,2010s,0.3702,1.4014,0.5169,0.3075,0.4293,0.1896,536.79,-3.77,-1.0,Low ($0.30–$0.70),0.0,0.3702,1,heavy,1,111.26,0.6998,-0.3296,1.0,224.9,1.3962
2012,Nigeria,NGA,NGN,Africa,2010s,0.3476,1.3158,0.4754,0.2845,0.3891,0.1745,504.02,-6.1,-7.48,Low ($0.30–$0.70),0.0,0.3476,1,heavy,1,112.01,0.7045,-0.3569,1.0,229.6,1.3676
2013,Nigeria,NGA,NGN,Africa,2010s,0.3357,1.2708,0.4524,0.2778,0.3744,0.1642,486.765,-3.42,-2.36,Low ($0.30–$0.70),0.0,0.3357,1,heavy,1,108.66,0.6835,-0.3478,1.0,233.0,1.3476
2014,Nigeria,NGA,NGN,Africa,2010s,0.3182,1.2045,0.4221,0.2612,0.3465,0.1658,461.39,-5.21,-5.98,Low ($0.30–$0.70),0.0,0.3182,1,heavy,1,98.97,0.6225,-0.3043,1.0,236.7,1.3266
2015,Nigeria,NGA,NGN,Africa,2010s,0.3108,1.1765,0.4118,0.2569,0.3404,0.1542,450.66,-2.33,-1.65,Low ($0.30–$0.70),0.0,0.3108,1,heavy,1,52.39,0.3295,-0.0187,1.0,237.0,1.3249
2016,Nigeria,NGA,NGN,Africa,2010s,0.3083,1.167,0.4034,0.2594,0.3394,0.1533,447.035,-0.8,0.97,Low ($0.30–$0.70),0.0,0.3083,1,heavy,1,43.74,0.2751,0.0332,1.0,240.0,1.3083
2017,Nigeria,NGA,NGN,Africa,2010s,0.3111,1.1776,0.3986,0.2549,0.3266,0.1556,451.095,0.91,-1.73,Low ($0.30–$0.70),0.0,0.3111,1,heavy,1,54.25,0.3412,-0.0301,1.0,245.1,1.2811
2018,Nigeria,NGA,NGN,Africa,2010s,0.3199,1.211,0.4,0.2624,0.3281,0.1578,463.855,2.83,2.94,Low ($0.30–$0.70),0.0,0.3199,1,heavy,1,71.34,0.4487,-0.1288,1.0,251.1,1.2505
2019,Nigeria,NGA,NGN,Africa,2010s,0.328,1.2416,0.4028,0.2726,0.3348,0.1671,475.6,2.53,3.89,Low ($0.30–$0.70),0.0,0.328,1,heavy,1,64.37,0.4049,-0.0769,1.0,255.7,1.228
2020,Nigeria,NGA,NGN,Africa,2020s,0.3422,1.2954,0.4152,0.2768,0.3358,0.1752,496.19,4.33,1.54,Low ($0.30–$0.70),0.0,0.3422,1,heavy,1,41.84,0.2632,0.079,0.72,258.8,1.2133
2021,Nigeria,NGA,NGN,Africa,2020s,0.3711,1.4048,0.43,0.3042,0.3525,0.1857,538.095,8.45,9.9,Low ($0.30–$0.70),0.0,0.3711,1,heavy,1,70.86,0.4457,-0.0746,1.0,271.0,1.1587
2022,Nigeria,NGA,NGN,Africa,2020s,0.3861,1.4615,0.4142,0.3156,0.3386,0.1882,559.845,4.04,3.75,Low ($0.30–$0.70),0.0,0.3861,1,heavy,1,101.32,0.6373,-0.2512,1.3,292.7,1.0728
2023,Nigeria,NGA,NGN,Africa,2020s,0.4797,1.8159,0.4943,0.4,0.4122,0.2431,695.565,24.24,26.74,Low ($0.30–$0.70),0.0,0.4797,1,heavy,1,82.49,0.5188,-0.0391,1.0,304.7,1.0305
2024,Nigeria,NGA,NGN,Africa,2020s,0.4825,1.8265,0.4825,0.4101,0.4101,0.2452,699.625,0.58,2.52,Low ($0.30–$0.70),0.0,0.4825,1,heavy,1,80.0,0.5032,-0.0207,1.0,314.0,1.0
1924,South Africa,ZAF,ZAR,Africa,1920s,0.0121,0.0458,0.2222,0.0109,0.2002,0.0069,0.2251,,,Very Low (<$0.30),16.0,0.0102,0,none,1,1.43,0.009,0.0031,1.0,17.1,18.3626
1925,South Africa,ZAF,ZAR,Africa,1920s,0.0125,0.0473,0.2243,0.0112,0.201,0.0073,0.2325,3.31,2.75,Very Low (<$0.30),16.0,0.0105,0,none,1,1.68,0.0106,0.0019,1.0,17.5,17.9429
1926,South Africa,ZAF,ZAR,Africa,1920s,0.0123,0.0466,0.2182,0.011,0.1951,0.0073,0.2288,-1.6,-1.79,Very Low (<$0.30),16.0,0.0103,0,none,1,1.88,0.0118,0.0005,1.0,17.7,17.7401
1927,South Africa,ZAF,ZAR,Africa,1920s,0.0123,0.0466,0.222,0.011,0.1985,0.0072,0.2288,0.0,0.0,Very Low (<$0.30),16.0,0.0103,0,none,1,1.3,0.0082,0.0041,1.0,17.4,18.046
1928,South Africa,ZAF,ZAR,Africa,1920s,0.0129,0.0488,0.2369,0.0119,0.2185,0.0076,0.2399,4.88,8.18,Very Low (<$0.30),16.0,0.0108,0,none,1,1.17,0.0074,0.0055,1.0,17.1,18.3626
1929,South Africa,ZAF,ZAR,Africa,1920s,0.0128,0.0485,0.235,0.0116,0.213,0.0075,0.2381,-0.78,-2.52,Very Low (<$0.30),16.0,0.0108,0,none,1,1.27,0.008,0.0048,1.0,17.1,18.3626
1930,South Africa,ZAF,ZAR,Africa,1930s,0.0129,0.0488,0.2426,0.0117,0.22,0.0074,0.2399,0.78,0.86,Very Low (<$0.30),16.0,0.0108,0,none,1,1.19,0.0075,0.0054,1.0,16.7,18.8024
1931,South Africa,ZAF,ZAR,Africa,1930s,0.0127,0.0481,0.2624,0.0115,0.2376,0.0075,0.2362,-1.55,-1.71,Very Low (<$0.30),16.0,0.0107,0,none,1,0.65,0.0041,0.0086,1.0,15.2,20.6579
1932,South Africa,ZAF,ZAR,Africa,1930s,0.0138,0.0522,0.3163,0.0122,0.2796,0.008,0.2567,8.66,6.09,Very Low (<$0.30),16.0,0.0116,0,none,1,0.87,0.0055,0.0083,1.0,13.7,22.9197
