year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1943,Iran,IRN,IRR,Middle East,1940s,0.0086,0.0326,0.1561,0.0051,0.0926,0.0025,361.2,3.61,0.0,Very Low (<$0.30),0.0,0.0086,0,heavy,1,1.2,0.0075,0.0011,1.0,17.3,18.1503
1944,Iran,IRN,IRR,Middle East,1940s,0.0084,0.0318,0.1499,0.005,0.0892,0.0025,352.8,-2.33,-1.96,Very Low (<$0.30),0.0,0.0084,0,heavy,1,1.21,0.0076,0.0008,1.0,17.6,17.8409
1945,Iran,IRN,IRR,Middle East,1940s,0.0089,0.0337,0.1553,0.0053,0.0925,0.0027,373.8,5.95,6.0,Very Low (<$0.30),0.0,0.0089,0,heavy,1,1.22,0.0077,0.0012,1.0,18.0,17.4444
1946,Iran,IRN,IRR,Middle East,1940s,0.009,0.0341,0.1449,0.0054,0.087,0.0026,378.0,1.12,1.89,Very Low (<$0.30),0.0,0.009,0,heavy,1,1.41,0.0089,0.0001,1.0,19.5,16.1026
1947,Iran,IRN,IRR,Middle East,1940s,0.0095,0.036,0.1338,0.0056,0.0789,0.0027,399.0,5.56,3.7,Very Low (<$0.30),0.0,0.0095,0,heavy,1,1.93,0.0121,-0.0026,1.0,22.3,14.0807
1948,Iran,IRN,IRR,Middle East,1940s,0.0097,0.0367,0.1264,0.0058,0.0756,0.003,407.4,2.11,3.57,Very Low (<$0.30),0.0,0.0097,0,heavy,1,2.6,0.0164,-0.0067,1.0,24.1,13.029
1949,Iran,IRN,IRR,Middle East,1940s,0.0098,0.0371,0.1293,0.0058,0.0765,0.0029,411.6,1.03,0.0,Very Low (<$0.30),0.0,0.0098,0,heavy,1,2.54,0.016,-0.0062,1.0,23.8,13.1933
1950,Iran,IRN,IRR,Middle East,1950s,0.0099,0.0375,0.129,0.0059,0.0769,0.003,415.8,1.02,1.72,Very Low (<$0.30),0.0,0.0099,1,heavy,1,2.51,0.0158,-0.0059,1.0,24.1,13.029
1951,Iran,IRN,IRR,Middle East,1950s,0.0099,0.0375,0.1196,0.0059,0.0713,0.003,415.8,0.0,0.0,Very Low (<$0.30),0.0,0.0099,1,heavy,1,2.53,0.0159,-0.006,1.0,26.0,12.0769
1952,Iran,IRN,IRR,Middle East,1950s,0.0102,0.0386,0.1209,0.0061,0.0723,0.0031,428.4,3.03,3.39,Very Low (<$0.30),0.0,0.0102,1,heavy,1,2.53,0.0159,-0.0057,1.0,26.5,11.8491
1953,Iran,IRN,IRR,Middle East,1950s,0.0104,0.0394,0.1223,0.0062,0.0729,0.0031,436.8,1.96,1.64,Very Low (<$0.30),0.0,0.0104,1,heavy,1,2.68,0.0169,-0.0065,1.0,26.7,11.7603
1954,Iran,IRN,IRR,Middle East,1950s,0.0106,0.0401,0.1237,0.0063,0.0735,0.0033,445.2,1.92,1.61,Very Low (<$0.30),0.0,0.0106,1,heavy,1,2.78,0.0175,-0.0069,1.0,26.9,11.6729
1955,Iran,IRN,IRR,Middle East,1950s,0.0113,0.0428,0.1324,0.0068,0.0797,0.0034,474.6,6.6,7.94,Very Low (<$0.30),0.0,0.0113,1,heavy,1,2.77,0.0174,-0.0061,1.0,26.8,11.7164
1956,Iran,IRN,IRR,Middle East,1950s,0.0116,0.0439,0.1339,0.0073,0.0843,0.0035,487.2,2.65,7.35,Very Low (<$0.30),0.0,0.0116,1,heavy,1,2.79,0.0175,-0.0059,1.0,27.2,11.5441
1957,Iran,IRN,IRR,Middle East,1950s,0.0114,0.0432,0.1274,0.0068,0.076,0.0034,478.8,-1.72,-6.85,Very Low (<$0.30),0.0,0.0114,1,heavy,1,3.09,0.0194,-0.008,1.0,28.1,11.1744
1958,Iran,IRN,IRR,Middle East,1950s,0.0113,0.0428,0.1228,0.0067,0.0728,0.0032,474.6,-0.88,-1.47,Very Low (<$0.30),0.0,0.0113,1,heavy,1,3.01,0.0189,-0.0076,1.0,28.9,10.8651
1959,Iran,IRN,IRR,Middle East,1950s,0.0117,0.0443,0.1262,0.007,0.0755,0.0035,491.4,3.54,4.48,Very Low (<$0.30),0.0,0.0117,1,heavy,1,2.9,0.0182,-0.0065,1.0,29.1,10.7904
1960,Iran,IRN,IRR,Middle East,1960s,0.012,0.0454,0.1273,0.0072,0.0764,0.0037,504.0,2.56,2.86,Very Low (<$0.30),0.0,0.012,1,heavy,1,2.88,0.0181,-0.0061,1.0,29.6,10.6081
1961,Iran,IRN,IRR,Middle East,1960s,0.0121,0.0458,0.1271,0.0073,0.0767,0.0038,508.2,0.83,1.39,Very Low (<$0.30),0.0,0.0121,1,heavy,1,2.89,0.0182,-0.0061,1.0,29.9,10.5017
1962,Iran,IRN,IRR,Middle East,1960s,0.0131,0.0496,0.1362,0.0079,0.0821,0.0039,550.2,8.26,8.22,Very Low (<$0.30),0.0,0.0131,1,heavy,1,2.9,0.0182,-0.0051,1.0,30.2,10.3974
1963,Iran,IRN,IRR,Middle East,1960s,0.0138,0.0522,0.1416,0.0084,0.0862,0.0041,579.6,5.34,6.33,Very Low (<$0.30),0.0,0.0138,1,heavy,1,2.89,0.0182,-0.0044,1.0,30.6,10.2614
1964,Iran,IRN,IRR,Middle East,1960s,0.0138,0.0522,0.1398,0.0083,0.0841,0.0043,579.6,0.0,-1.19,Very Low (<$0.30),0.0,0.0138,1,heavy,1,2.88,0.0181,-0.0043,1.0,31.0,10.129
1965,Iran,IRN,IRR,Middle East,1960s,0.0149,0.0564,0.1485,0.009,0.0897,0.0046,625.8,7.97,8.43,Very Low (<$0.30),0.0,0.0149,1,heavy,1,2.86,0.018,-0.0031,1.0,31.5,9.9683
1966,Iran,IRN,IRR,Middle East,1960s,0.0152,0.0575,0.1473,0.0092,0.0892,0.0045,638.4,2.01,2.22,Very Low (<$0.30),0.0,0.0152,1,heavy,1,2.88,0.0181,-0.0029,1.0,32.4,9.6914
1967,Iran,IRN,IRR,Middle East,1960s,0.0162,0.0613,0.1523,0.0098,0.0921,0.0048,680.4,6.58,6.52,Very Low (<$0.30),0.0,0.0162,1,heavy,1,2.92,0.0184,-0.0022,1.0,33.4,9.4012
1968,Iran,IRN,IRR,Middle East,1960s,0.0169,0.064,0.1525,0.0102,0.092,0.0052,709.8,4.32,4.08,Very Low (<$0.30),0.0,0.0169,1,heavy,1,2.94,0.0185,-0.0016,1.0,34.8,9.023
1969,Iran,IRN,IRR,Middle East,1960s,0.0173,0.0655,0.148,0.0104,0.089,0.0053,726.6,2.37,1.96,Very Low (<$0.30),0.0,0.0173,1,heavy,1,3.09,0.0194,-0.0021,1.0,36.7,8.5559
1970,Iran,IRN,IRR,Middle East,1970s,0.0182,0.0689,0.1473,0.0108,0.0874,0.0055,764.4,5.2,3.85,Very Low (<$0.30),0.0,0.0182,1,heavy,1,3.18,0.02,-0.0018,1.0,38.8,8.0928
1971,Iran,IRN,IRR,Middle East,1970s,0.0189,0.0715,0.1465,0.0114,0.0884,0.0055,793.8,3.85,5.56,Very Low (<$0.30),0.0,0.0189,1,heavy,1,3.6,0.0226,-0.0037,1.0,40.5,7.7531
1972,Iran,IRN,IRR,Middle East,1970s,0.0207,0.0784,0.1555,0.0125,0.0939,0.0064,869.4,9.52,9.65,Very Low (<$0.30),0.0,0.0207,1,heavy,1,3.6,0.0226,-0.0019,1.0,41.8,7.512
1973,Iran,IRN,IRR,Middle East,1970s,0.0216,0.0818,0.1528,0.0126,0.0891,0.0068,907.2,4.35,0.8,Very Low (<$0.30),0.0,0.0216,1,heavy,1,4.75,0.0299,-0.0083,1.2,44.4,7.0721
1974,Iran,IRN,IRR,Middle East,1970s,0.0232,0.0878,0.1478,0.014,0.0892,0.0071,974.4,7.41,11.11,Very Low (<$0.30),0.0,0.0232,1,heavy,1,9.35,0.0588,-0.0356,1.55,49.3,6.3692
1975,Iran,IRN,IRR,Middle East,1970s,0.0249,0.0943,0.1453,0.0149,0.087,0.0076,1045.8,7.33,6.43,Very Low (<$0.30),0.0,0.0249,1,heavy,1,10.72,0.0674,-0.0425,1.0,53.8,5.8364
1976,Iran,IRN,IRR,Middle East,1970s,0.0207,0.0784,0.1142,0.0125,0.069,0.0062,869.4,-16.87,-16.11,Very Low (<$0.30),0.0,0.0207,1,heavy,1,11.51,0.0724,-0.0517,1.0,56.9,5.5185
1977,Iran,IRN,IRR,Middle East,1970s,0.0185,0.07,0.0959,0.0109,0.0565,0.0054,777.0,-10.63,-12.8,Very Low (<$0.30),0.0,0.0185,1,heavy,1,13.92,0.0876,-0.0691,1.0,60.6,5.1815
1978,Iran,IRN,IRR,Middle East,1970s,0.0161,0.0609,0.0775,0.0096,0.0462,0.0047,676.2,-12.97,-11.93,Very Low (<$0.30),0.0,0.0161,1,heavy,1,14.02,0.0882,-0.0721,1.0,65.2,4.816
1979,Iran,IRN,IRR,Middle East,1970s,0.0135,0.0511,0.0584,0.0082,0.0355,0.004,567.0,-16.15,-14.58,Very Low (<$0.30),0.0,0.0135,1,heavy,1,31.61,0.1988,-0.1853,1.3,72.6,4.3251
1980,Iran,IRN,IRR,Middle East,1980s,0.0118,0.0447,0.045,0.0071,0.0271,0.0035,495.6,-12.59,-13.41,Very Low (<$0.30),0.0,0.0118,1,heavy,1,36.83,0.2317,-0.2199,1.25,82.4,3.8107
1981,Iran,IRN,IRR,Middle East,1980s,0.0126,0.0477,0.0435,0.0077,0.0266,0.0037,529.2,6.78,8.45,Very Low (<$0.30),0.0,0.0126,1,heavy,1,35.75,0.2249,-0.2123,1.0,90.9,3.4543
1982,Iran,IRN,IRR,Middle East,1980s,0.013,0.0492,0.0423,0.0079,0.0257,0.0039,546.0,3.17,2.6,Very Low (<$0.30),0.0,0.013,1,heavy,1,31.82,0.2001,-0.1871,1.0,96.5,3.2539
1983,Iran,IRN,IRR,Middle East,1980s,0.0135,0.0511,0.0426,0.008,0.0252,0.0041,567.0,3.85,1.27,Very Low (<$0.30),0.0,0.0135,1,heavy,1,29.55,0.1859,-0.1724,1.0,99.6,3.1526
1984,Iran,IRN,IRR,Middle East,1980s,0.014,0.053,0.0423,0.0085,0.0257,0.0041,588.0,3.7,6.25,Very Low (<$0.30),0.0,0.014,1,heavy,1,28.78,0.181,-0.167,1.0,103.9,3.0221
1985,Iran,IRN,IRR,Middle East,1980s,0.0146,0.0553,0.0426,0.0089,0.026,0.0045,613.2,4.29,4.71,Very Low (<$0.30),0.0,0.0146,1,heavy,1,27.56,0.1733,-0.1587,1.0,107.6,2.9182
1986,Iran,IRN,IRR,Middle East,1980s,0.0137,0.0519,0.0393,0.0082,0.0235,0.0041,575.4,-6.16,-7.87,Very Low (<$0.30),0.0,0.0137,1,heavy,1,14.43,0.0908,-0.0771,0.75,109.6,2.865
1987,Iran,IRN,IRR,Middle East,1980s,0.0138,0.0522,0.0381,0.0084,0.0232,0.0041,579.6,0.73,2.44,Very Low (<$0.30),0.0,0.0138,1,heavy,1,18.44,0.116,-0.1022,1.0,113.6,2.7641
1988,Iran,IRN,IRR,Middle East,1980s,0.013,0.0492,0.0345,0.0079,0.021,0.0039,546.0,-5.8,-5.95,Very Low (<$0.30),0.0,0.013,1,heavy,1,14.92,0.0938,-0.0808,1.0,118.3,2.6543
1989,Iran,IRN,IRR,Middle East,1980s,0.0128,0.0485,0.0324,0.0076,0.0192,0.0039,537.6,-1.54,-3.8,Very Low (<$0.30),0.0,0.0128,1,heavy,1,18.33,0.1153,-0.1025,1.0,124.0,2.5323
1990,Iran,IRN,IRR,Middle East,1990s,0.0123,0.0466,0.0296,0.0075,0.018,0.0038,516.6,-3.91,-1.32,Very Low (<$0.30),0.0,0.0123,1,heavy,1,23.73,0.1493,-0.137,1.0,130.7,2.4024
1991,Iran,IRN,IRR,Middle East,1990s,0.0125,0.0473,0.0288,0.0075,0.0173,0.0038,525.0,1.63,0.0,Very Low (<$0.30),0.0,0.0125,1,heavy,1,20.2,0.1271,-0.1146,1.0,136.2,2.3054
1992,Iran,IRN,IRR,Middle East,1990s,0.013,0.0492,0.0291,0.0078,0.0175,0.004,546.0,4.0,4.0,Very Low (<$0.30),0.0,0.013,1,heavy,1,19.32,0.1215,-0.1085,1.0,140.3,2.2381
1993,Iran,IRN,IRR,Middle East,1990s,0.0136,0.0515,0.0296,0.0081,0.0176,0.0041,571.2,4.62,3.85,Very Low (<$0.30),0.0,0.0136,1,heavy,1,16.97,0.1067,-0.0931,1.0,144.5,2.173
1994,Iran,IRN,IRR,Middle East,1990s,0.0136,0.0515,0.0288,0.0082,0.0174,0.004,571.2,0.0,1.23,Very Low (<$0.30),0.0,0.0136,1,heavy,1,15.82,0.0995,-0.0859,1.0,148.2,2.1188
1995,Iran,IRN,IRR,Middle East,1990s,0.0147,0.0556,0.0303,0.0088,0.0181,0.0045,617.4,8.09,7.32,Very Low (<$0.30),0.0,0.0147,1,heavy,1,17.02,0.1071,-0.0924,1.0,152.4,2.0604
1996,Iran,IRN,IRR,Middle East,1990s,0.0155,0.0587,0.031,0.009,0.018,0.0049,651.0,5.44,2.27,Very Low (<$0.30),0.0,0.0155,1,heavy,1,22.12,0.1391,-0.1236,1.0,156.9,2.0013
1997,Iran,IRN,IRR,Middle East,1990s,0.016,0.0606,0.0313,0.0098,0.0192,0.005,672.0,3.23,8.89,Very Low (<$0.30),0.0,0.016,1,heavy,1,19.09,0.1201,-0.1041,1.0,160.5,1.9564
1998,Iran,IRN,IRR,Middle East,1990s,0.0169,0.064,0.0326,0.01,0.0193,0.005,709.8,5.62,2.04,Very Low (<$0.30),0.0,0.0169,1,heavy,1,13.07,0.0822,-0.0653,0.82,163.0,1.9264
1999,Iran,IRN,IRR,Middle East,1990s,0.0171,0.0647,0.0322,0.0104,0.0196,0.0052,718.2,1.18,4.0,Very Low (<$0.30),0.0,0.0171,1,heavy,1,17.97,0.113,-0.0959,1.0,166.6,1.8848
2000,Iran,IRN,IRR,Middle East,2000s,0.018,0.0681,0.0328,0.0109,0.0199,0.0054,756.0,5.26,4.81,Very Low (<$0.30),0.0,0.018,1,heavy,1,30.38,0.1911,-0.1731,1.0,172.2,1.8235
2001,Iran,IRN,IRR,Middle East,2000s,0.0187,0.0708,0.0332,0.0111,0.0197,0.0057,785.4,3.89,1.83,Very Low (<$0.30),0.0,0.0187,1,heavy,1,25.93,0.1631,-0.1444,1.0,177.1,1.773
2002,Iran,IRN,IRR,Middle East,2000s,0.0189,0.0715,0.033,0.0113,0.0197,0.0056,793.8,1.07,1.8,Very Low (<$0.30),0.0,0.0189,1,heavy,1,26.15,0.1645,-0.1456,1.0,179.9,1.7454
2003,Iran,IRN,IRR,Middle East,2000s,0.0192,0.0727,0.0328,0.0117,0.02,0.006,806.4,1.59,3.54,Very Low (<$0.30),0.0,0.0192,1,heavy,1,31.07,0.1954,-0.1762,1.0,184.0,1.7065
2004,Iran,IRN,IRR,Middle East,2000s,0.019,0.0719,0.0316,0.0114,0.0189,0.0057,798.0,-1.04,-2.56,Very Low (<$0.30),0.0,0.019,1,heavy,1,41.49,0.261,-0.242,1.0,188.9,1.6623
2005,Iran,IRN,IRR,Middle East,2000s,0.0202,0.0765,0.0325,0.0121,0.0195,0.006,848.4,6.32,6.14,Very Low (<$0.30),0.0,0.0202,1,heavy,1,56.59,0.3559,-0.3357,1.0,195.3,1.6078
2006,Iran,IRN,IRR,Middle East,2000s,0.0217,0.0821,0.0338,0.013,0.0202,0.0066,911.4,7.43,7.44,Very Low (<$0.30),0.0,0.0217,1,heavy,1,66.02,0.4153,-0.3936,1.0,201.6,1.5575
2007,Iran,IRN,IRR,Middle East,2000s,0.023,0.0871,0.0348,0.0139,0.0211,0.0069,966.0,5.99,6.92,Very Low (<$0.30),0.0,0.023,1,heavy,1,72.34,0.455,-0.432,1.0,207.3,1.5147
2008,Iran,IRN,IRR,Middle East,2000s,0.0251,0.095,0.0366,0.0156,0.0228,0.0075,1054.2,9.13,12.23,Very Low (<$0.30),0.0,0.0251,1,heavy,1,99.67,0.6269,-0.6018,1.28,215.3,1.4584
2009,Iran,IRN,IRR,Middle East,2000s,0.0327,0.1238,0.0479,0.02,0.0293,0.0098,1373.4,30.28,28.21,Very Low (<$0.30),0.0,0.0327,1,heavy,1,61.74,0.3883,-0.3556,0.78,214.5,1.4639
2010,Iran,IRN,IRR,Middle East,2010s,0.0449,0.17,0.0646,0.0275,0.0396,0.0136,1885.8,37.31,37.5,Very Low (<$0.30),0.0,0.0449,1,heavy,1,79.61,0.5007,-0.4558,1.0,218.1,1.4397
2011,Iran,IRN,IRR,Middle East,2010s,0.0439,0.1662,0.0613,0.0257,0.0359,0.0132,1843.8,-2.23,-6.55,Very Low (<$0.30),0.0,0.0439,1,heavy,1,111.26,0.6998,-0.6559,1.0,224.9,1.3962
2012,Iran,IRN,IRR,Middle East,2010s,0.0397,0.1503,0.0543,0.0237,0.0324,0.0118,1667.4,-9.57,-7.78,Very Low (<$0.30),0.0,0.0397,1,heavy,1,112.01,0.7045,-0.6648,1.0,229.6,1.3676
2013,Iran,IRN,IRR,Middle East,2010s,0.0394,0.1491,0.0531,0.0239,0.0322,0.0115,1654.8,-0.76,0.84,Very Low (<$0.30),0.0,0.0394,1,heavy,1,108.66,0.6835,-0.6441,1.0,233.0,1.3476
2014,Iran,IRN,IRR,Middle East,2010s,0.0379,0.1435,0.0503,0.0221,0.0293,0.0115,1591.8,-3.81,-7.53,Very Low (<$0.30),0.0,0.0379,1,heavy,1,98.97,0.6225,-0.5846,1.0,236.7,1.3266
2015,Iran,IRN,IRR,Middle East,2010s,0.0356,0.1348,0.0472,0.0213,0.0282,0.0107,1495.2,-6.07,-3.62,Very Low (<$0.30),0.0,0.0356,1,heavy,1,52.39,0.3295,-0.2939,1.0,237.0,1.3249
2016,Iran,IRN,IRR,Middle East,2010s,0.0336,0.1272,0.044,0.0202,0.0264,0.0104,1411.2,-5.62,-5.16,Very Low (<$0.30),0.0,0.0336,1,heavy,1,43.74,0.2751,-0.2415,1.0,240.0,1.3083
2017,Iran,IRN,IRR,Middle East,2010s,0.0319,0.1208,0.0409,0.019,0.0243,0.0097,1339.8,-5.06,-5.94,Very Low (<$0.30),0.0,0.0319,1,heavy,1,54.25,0.3412,-0.3093,1.0,245.1,1.2811
2018,Iran,IRN,IRR,Middle East,2010s,0.0318,0.1204,0.0398,0.0191,0.0239,0.0095,1335.6,-0.31,0.53,Very Low (<$0.30),0.0,0.0318,1,heavy,1,71.34,0.4487,-0.4169,1.0,251.1,1.2505
2019,Iran,IRN,IRR,Middle East,2010s,0.0303,0.1147,0.0372,0.0181,0.0222,0.0092,1272.6,-4.72,-5.24,Very Low (<$0.30),0.0,0.0303,1,heavy,1,64.37,0.4049,-0.3746,1.0,255.7,1.228
2020,Iran,IRN,IRR,Middle East,2020s,0.0295,0.1117,0.0358,0.0179,0.0217,0.0087,1239.0,-2.64,-1.1,Very Low (<$0.30),0.0,0.0295,1,heavy,1,41.84,0.2632,-0.2337,0.72,258.8,1.2133
2021,Iran,IRN,IRR,Middle East,2020s,0.0284,0.1075,0.0329,0.0169,0.0196,0.0084,1192.8,-3.73,-5.59,Very Low (<$0.30),0.0,0.0284,1,heavy,1,70.86,0.4457,-0.4173,1.0,271.0,1.1587
2022,Iran,IRN,IRR,Middle East,2020s,0.0289,0.1094,0.031,0.0172,0.0185,0.0088,1213.8,1.76,1.78,Very Low (<$0.30),0.0,0.0289,1,heavy,1,101.32,0.6373,-0.6084,1.3,292.7,1.0728
2023,Iran,IRN,IRR,Middle East,2020s,0.0302,0.1143,0.0311,0.0181,0.0187,0.009,1268.4,4.5,5.23,Very Low (<$0.30),0.0,0.0302,1,heavy,1,82.49,0.5188,-0.4886,1.0,304.7,1.0305
2024,Iran,IRN,IRR,Middle East,2020s,0.0295,0.1117,0.0295,0.0172,0.0172,0.0092,1239.0,-2.32,-4.97,Very Low (<$0.30),0.0,0.0295,1,heavy,1,80.0,0.5032,-0.4737,1.0,314.0,1.0
1924,Saudi Arabia,SAU,SAR,Middle East,1920s,0.005,0.0189,0.0918,0.0035,0.0643,0.002,0.0187,,,Very Low (<$0.30),0.0,0.005,0,heavy,1,1.43,0.009,-0.004,1.0,17.1,18.3626
1925,Saudi Arabia,SAU,SAR,Middle East,1920s,0.005,0.0189,0.0897,0.0035,0.0628,0.002,0.0187,0.0,0.0,Very Low (<$0.30),0.0,0.005,0,heavy,1,1.68,0.0106,-0.0056,1.0,17.5,17.9429
1926,Saudi Arabia,SAU,SAR,Middle East,1920s,0.0051,0.0193,0.0905,0.0037,0.0656,0.002,0.0191,2.0,5.71,Very Low (<$0.30),0.0,0.0051,0,heavy,1,1.88,0.0118,-0.0067,1.0,17.7,17.7401
1927,Saudi Arabia,SAU,SAR,Middle East,1920s,0.0054,0.0204,0.0974,0.0037,0.0668,0.0021,0.0203,5.88,0.0,Very Low (<$0.30),0.0,0.0054,0,heavy,1,1.3,0.0082,-0.0028,1.0,17.4,18.046
1928,Saudi Arabia,SAU,SAR,Middle East,1920s,0.0057,0.0216,0.1047,0.0039,0.0716,0.0023,0.0214,5.56,5.41,Very Low (<$0.30),0.0,0.0057,0,heavy,1,1.17,0.0074,-0.0017,1.0,17.1,18.3626
1929,Saudi Arabia,SAU,SAR,Middle East,1920s,0.0059,0.0223,0.1083,0.004,0.0735,0.0023,0.0221,3.51,2.56,Very Low (<$0.30),0.0,0.0059,0,heavy,1,1.27,0.008,-0.0021,1.0,17.1,18.3626
1930,Saudi Arabia,SAU,SAR,Middle East,1930s,0.0057,0.0216,0.1072,0.0039,0.0733,0.0023,0.0214,-3.39,-2.5,Very Low (<$0.30),0.0,0.0057,0,heavy,1,1.19,0.0075,-0.0018,1.0,16.7,18.8024
1931,Saudi Arabia,SAU,SAR,Middle East,1930s,0.0061,0.0231,0.126,0.0043,0.0888,0.0025,0.0229,7.02,10.26,Very Low (<$0.30),0.0,0.0061,0,heavy,1,0.65,0.0041,0.002,1.0,15.2,20.6579
1932,Saudi Arabia,SAU,SAR,Middle East,1930s,0.0064,0.0242,0.1467,0.0046,0.1054,0.0026,0.024,4.92,6.98,Very Low (<$0.30),0.0,0.0064,0,heavy,1,0.87,0.0055,0.0009,1.0,13.7,22.9197
