year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1934,Australia,AUS,AUD,Asia Pacific,1930s,0.0199,0.0753,0.4663,0.0189,0.4429,0.0118,0.0302,-1.97,-4.06,Very Low (<$0.30),15.2,0.0169,0,none,1,1.0,0.0063,0.0136,1.0,13.4,23.4328
1935,Australia,AUS,AUD,Asia Pacific,1930s,0.0207,0.0784,0.4744,0.0193,0.4424,0.0126,0.0315,4.02,2.12,Very Low (<$0.30),15.2,0.0176,0,none,1,0.97,0.0061,0.0146,1.0,13.7,22.9197
1936,Australia,AUS,AUD,Asia Pacific,1930s,0.0205,0.0776,0.4631,0.0192,0.4337,0.0119,0.0312,-0.97,-0.52,Very Low (<$0.30),15.2,0.0174,0,none,1,1.09,0.0069,0.0136,1.0,13.9,22.5899
1937,Australia,AUS,AUD,Asia Pacific,1930s,0.0209,0.0791,0.4557,0.0198,0.4318,0.0123,0.0318,1.95,3.13,Very Low (<$0.30),15.2,0.0177,0,none,1,1.18,0.0074,0.0135,1.0,14.4,21.8056
1938,Australia,AUS,AUD,Asia Pacific,1930s,0.0217,0.0821,0.4832,0.0208,0.4632,0.0132,0.033,3.83,5.05,Very Low (<$0.30),15.2,0.0184,0,none,1,1.13,0.0071,0.0146,1.0,14.1,22.2695
1939,Australia,AUS,AUD,Asia Pacific,1930s,0.0217,0.0821,0.4902,0.0211,0.4766,0.0128,0.033,0.0,1.44,Very Low (<$0.30),15.2,0.0184,0,none,1,1.02,0.0064,0.0153,1.0,13.9,22.5899
1940,Australia,AUS,AUD,Asia Pacific,1940s,0.0217,0.0821,0.4867,0.0201,0.4508,0.0124,0.033,0.0,-4.74,Very Low (<$0.30),15.2,0.0184,0,none,1,1.02,0.0064,0.0153,1.0,14.0,22.4286
1941,Australia,AUS,AUD,Asia Pacific,1940s,0.0224,0.0848,0.4785,0.0217,0.4635,0.0134,0.034,3.23,7.96,Very Low (<$0.30),15.2,0.019,0,none,1,1.14,0.0072,0.0152,1.0,14.7,21.3605
1942,Australia,AUS,AUD,Asia Pacific,1940s,0.0232,0.0878,0.4469,0.0218,0.42,0.0142,0.0353,3.57,0.46,Very Low (<$0.30),15.2,0.0197,0,none,1,1.19,0.0075,0.0157,1.0,16.3,19.2638
1943,Australia,AUS,AUD,Asia Pacific,1940s,0.0243,0.092,0.4411,0.023,0.4175,0.0145,0.0369,4.74,5.5,Very Low (<$0.30),15.2,0.0206,0,none,1,1.2,0.0075,0.0168,1.0,17.3,18.1503
1944,Australia,AUS,AUD,Asia Pacific,1940s,0.0248,0.0939,0.4425,0.0237,0.4228,0.0152,0.0377,2.06,3.04,Very Low (<$0.30),15.2,0.021,0,none,1,1.21,0.0076,0.0172,1.0,17.6,17.8409
1945,Australia,AUS,AUD,Asia Pacific,1940s,0.0258,0.0977,0.4501,0.0245,0.4274,0.0153,0.0392,4.03,3.38,Very Low (<$0.30),15.2,0.0219,0,none,1,1.22,0.0077,0.0181,1.0,18.0,17.4444
1946,Australia,AUS,AUD,Asia Pacific,1940s,0.0266,0.1007,0.4283,0.0259,0.4171,0.0154,0.0404,3.1,5.71,Very Low (<$0.30),15.2,0.0226,0,none,1,1.41,0.0089,0.0177,1.0,19.5,16.1026
1947,Australia,AUS,AUD,Asia Pacific,1940s,0.0272,0.103,0.383,0.0259,0.3647,0.0161,0.0413,2.26,0.0,Very Low (<$0.30),15.2,0.0231,0,none,1,1.93,0.0121,0.0151,1.0,22.3,14.0807
1948,Australia,AUS,AUD,Asia Pacific,1940s,0.0285,0.1079,0.3713,0.0275,0.3583,0.0171,0.0433,4.78,6.18,Very Low (<$0.30),15.2,0.0242,0,none,1,2.6,0.0164,0.0121,1.0,24.1,13.029
1949,Australia,AUS,AUD,Asia Pacific,1940s,0.029,0.1098,0.3826,0.0278,0.3668,0.0173,0.0441,1.75,1.09,Very Low (<$0.30),15.2,0.0246,0,none,1,2.54,0.016,0.013,1.0,23.8,13.1933
1950,Australia,AUS,AUD,Asia Pacific,1950s,0.0305,0.1155,0.3974,0.0285,0.3713,0.0182,0.0464,5.17,2.52,Very Low (<$0.30),22.8,0.0235,0,none,1,2.51,0.0158,0.0147,1.0,24.1,13.029
1951,Australia,AUS,AUD,Asia Pacific,1950s,0.0305,0.1155,0.3683,0.0287,0.3466,0.0184,0.0464,0.0,0.7,Very Low (<$0.30),22.8,0.0235,0,none,1,2.53,0.0159,0.0146,1.0,26.0,12.0769
1952,Australia,AUS,AUD,Asia Pacific,1950s,0.0321,0.1215,0.3804,0.0304,0.3602,0.0196,0.0488,5.25,5.92,Very Low (<$0.30),22.8,0.0248,0,none,1,2.53,0.0159,0.0162,1.0,26.5,11.8491
1953,Australia,AUS,AUD,Asia Pacific,1950s,0.0326,0.1234,0.3834,0.0306,0.3599,0.0192,0.0496,1.56,0.66,Very Low (<$0.30),22.8,0.0252,0,none,1,2.68,0.0169,0.0157,1.0,26.7,11.7603
1954,Australia,AUS,AUD,Asia Pacific,1950s,0.0337,0.1276,0.3934,0.0321,0.3747,0.0202,0.0512,3.37,4.9,Very Low (<$0.30),22.8,0.026,0,none,1,2.78,0.0175,0.0162,1.0,26.9,11.6729
1955,Australia,AUS,AUD,Asia Pacific,1950s,0.0335,0.1268,0.3925,0.0313,0.3667,0.0199,0.0509,-0.59,-2.49,Very Low (<$0.30),22.8,0.0259,0,none,1,2.77,0.0174,0.0161,1.0,26.8,11.7164
1956,Australia,AUS,AUD,Asia Pacific,1950s,0.0366,0.1385,0.4225,0.0347,0.4006,0.022,0.0556,9.25,10.86,Very Low (<$0.30),22.8,0.0283,0,none,1,2.79,0.0175,0.0191,1.0,27.2,11.5441
1957,Australia,AUS,AUD,Asia Pacific,1950s,0.0364,0.1378,0.4067,0.0343,0.3833,0.0219,0.0553,-0.55,-1.15,Very Low (<$0.30),22.8,0.0281,0,none,1,3.09,0.0194,0.017,1.0,28.1,11.1744
1958,Australia,AUS,AUD,Asia Pacific,1950s,0.0383,0.145,0.4161,0.0358,0.389,0.0233,0.0582,5.22,4.37,Very Low (<$0.30),22.8,0.0296,0,none,1,3.01,0.0189,0.0194,1.0,28.9,10.8651
1959,Australia,AUS,AUD,Asia Pacific,1950s,0.0385,0.1457,0.4154,0.0361,0.3895,0.0227,0.0585,0.52,0.84,Very Low (<$0.30),22.8,0.0297,0,none,1,2.9,0.0182,0.0203,1.0,29.1,10.7904
1960,Australia,AUS,AUD,Asia Pacific,1960s,0.0391,0.148,0.4148,0.0385,0.4084,0.023,0.0594,1.56,6.65,Very Low (<$0.30),22.8,0.0302,0,none,1,2.88,0.0181,0.021,1.0,29.6,10.6081
1961,Australia,AUS,AUD,Asia Pacific,1960s,0.0412,0.156,0.4327,0.0398,0.418,0.0244,0.0626,5.37,3.38,Very Low (<$0.30),22.8,0.0318,0,none,1,2.89,0.0182,0.023,1.0,29.9,10.5017
1962,Australia,AUS,AUD,Asia Pacific,1960s,0.0424,0.1605,0.4408,0.0396,0.4117,0.0255,0.0644,2.91,-0.5,Very Low (<$0.30),22.8,0.0327,0,none,1,2.9,0.0182,0.0242,1.0,30.2,10.3974
1963,Australia,AUS,AUD,Asia Pacific,1960s,0.0447,0.1692,0.4587,0.0431,0.4423,0.0266,0.0679,5.42,8.84,Very Low (<$0.30),22.8,0.0345,0,none,1,2.89,0.0182,0.0265,1.0,30.6,10.2614
1964,Australia,AUS,AUD,Asia Pacific,1960s,0.0449,0.17,0.4548,0.0416,0.4214,0.0267,0.0682,0.45,-3.48,Very Low (<$0.30),22.8,0.0347,0,none,1,2.88,0.0181,0.0268,1.0,31.0,10.129
1965,Australia,AUS,AUD,Asia Pacific,1960s,0.0472,0.1787,0.4705,0.0452,0.4506,0.0293,0.0717,5.12,8.65,Very Low (<$0.30),22.8,0.0364,0,none,1,2.86,0.018,0.0292,1.0,31.5,9.9683
1966,Australia,AUS,AUD,Asia Pacific,1960s,0.0503,0.1904,0.4875,0.0477,0.4623,0.0293,0.0765,6.57,5.53,Very Low (<$0.30),22.8,0.0388,0,none,1,2.88,0.0181,0.0322,1.0,32.4,9.6914
1967,Australia,AUS,AUD,Asia Pacific,1960s,0.0486,0.184,0.4569,0.0466,0.4381,0.0299,0.0739,-3.38,-2.31,Very Low (<$0.30),22.8,0.0375,0,none,1,2.92,0.0184,0.0302,1.0,33.4,9.4012
1968,Australia,AUS,AUD,Asia Pacific,1960s,0.0515,0.1949,0.4647,0.0496,0.4475,0.0309,0.0783,5.97,6.44,Very Low (<$0.30),22.8,0.0398,0,none,1,2.94,0.0185,0.033,1.0,34.8,9.023
1969,Australia,AUS,AUD,Asia Pacific,1960s,0.0538,0.2037,0.4603,0.0513,0.4389,0.0321,0.0818,4.47,3.43,Very Low (<$0.30),22.8,0.0415,0,none,1,3.09,0.0194,0.0344,1.0,36.7,8.5559
1970,Australia,AUS,AUD,Asia Pacific,1970s,0.0555,0.2101,0.4491,0.052,0.4208,0.0334,0.0844,3.16,1.36,Very Low (<$0.30),30.4,0.0386,0,none,1,3.18,0.02,0.0355,1.0,38.8,8.0928
1971,Australia,AUS,AUD,Asia Pacific,1970s,0.0606,0.2294,0.4698,0.0579,0.4489,0.0379,0.0921,9.19,11.35,Very Low (<$0.30),30.4,0.0422,0,none,1,3.6,0.0226,0.038,1.0,40.5,7.7531
1972,Australia,AUS,AUD,Asia Pacific,1970s,0.0669,0.2532,0.5026,0.0639,0.48,0.039,0.1017,10.4,10.36,Very Low (<$0.30),30.4,0.0466,0,none,1,3.6,0.0226,0.0443,1.0,41.8,7.512
1973,Australia,AUS,AUD,Asia Pacific,1970s,0.0743,0.2813,0.5255,0.0726,0.5134,0.0444,0.1129,11.06,13.62,Very Low (<$0.30),30.4,0.0517,0,none,1,4.75,0.0299,0.0444,1.2,44.4,7.0721
1974,Australia,AUS,AUD,Asia Pacific,1970s,0.0809,0.3062,0.5153,0.0767,0.4885,0.0482,0.123,8.88,5.65,Very Low (<$0.30),30.4,0.0563,0,none,1,9.35,0.0588,0.0221,1.55,49.3,6.3692
1975,Australia,AUS,AUD,Asia Pacific,1970s,0.0889,0.3365,0.5189,0.0841,0.4908,0.0537,0.1351,9.89,9.65,Very Low (<$0.30),30.4,0.0619,0,none,1,10.72,0.0674,0.0215,1.0,53.8,5.8364
1976,Australia,AUS,AUD,Asia Pacific,1970s,0.1065,0.4031,0.5877,0.1029,0.5678,0.0609,0.1619,19.8,22.35,Very Low (<$0.30),30.4,0.0741,0,none,1,11.51,0.0724,0.0341,1.0,56.9,5.5185
1977,Australia,AUS,AUD,Asia Pacific,1970s,0.1198,0.4535,0.6207,0.1144,0.5928,0.0733,0.1821,12.49,11.18,Very Low (<$0.30),30.4,0.0834,0,none,1,13.92,0.0876,0.0322,1.0,60.6,5.1815
1978,Australia,AUS,AUD,Asia Pacific,1970s,0.1476,0.5587,0.7108,0.1397,0.6728,0.0867,0.2244,23.21,22.12,Very Low (<$0.30),30.4,0.1027,0,none,1,14.02,0.0882,0.0594,1.0,65.2,4.816
1979,Australia,AUS,AUD,Asia Pacific,1970s,0.1691,0.6401,0.7314,0.1562,0.6756,0.1052,0.257,14.57,11.81,Very Low (<$0.30),30.4,0.1177,0,none,1,31.61,0.1988,-0.0297,1.3,72.6,4.3251
1980,Australia,AUS,AUD,Asia Pacific,1980s,0.1982,0.7503,0.7553,0.1809,0.6894,0.118,0.3013,17.21,15.81,Very Low (<$0.30),38.0,0.1229,0,none,1,36.83,0.2317,-0.0335,1.25,82.4,3.8107
1981,Australia,AUS,AUD,Asia Pacific,1980s,0.2075,0.7855,0.7168,0.1977,0.6829,0.1238,0.3154,4.69,9.29,Very Low (<$0.30),38.1,0.1284,0,none,1,35.75,0.2249,-0.0174,1.0,90.9,3.4543
1982,Australia,AUS,AUD,Asia Pacific,1980s,0.2214,0.8381,0.7204,0.2085,0.6784,0.1302,0.3365,6.7,5.46,Very Low (<$0.30),38.1,0.137,0,none,1,31.82,0.2001,0.0213,1.0,96.5,3.2539
1983,Australia,AUS,AUD,Asia Pacific,1980s,0.2302,0.8714,0.7257,0.2191,0.6907,0.1375,0.3499,3.97,5.08,Very Low (<$0.30),38.2,0.1423,0,none,1,29.55,0.1859,0.0443,1.0,99.6,3.1526
1984,Australia,AUS,AUD,Asia Pacific,1980s,0.231,0.8744,0.6981,0.2208,0.6673,0.1423,0.3511,0.35,0.78,Very Low (<$0.30),38.2,0.1428,0,none,1,28.78,0.181,0.05,1.0,103.9,3.0221
1985,Australia,AUS,AUD,Asia Pacific,1980s,0.2519,0.9535,0.7351,0.2364,0.6899,0.1528,0.3829,9.05,7.07,Very Low (<$0.30),38.3,0.1554,0,none,1,27.56,0.1733,0.0786,1.0,107.6,2.9182
1986,Australia,AUS,AUD,Asia Pacific,1980s,0.2754,1.0425,0.789,0.264,0.7564,0.1655,0.4186,9.33,11.68,Very Low (<$0.30),38.3,0.1699,0,none,1,14.43,0.0908,0.1846,0.75,109.6,2.865
1987,Australia,AUS,AUD,Asia Pacific,1980s,0.2903,1.0989,0.8024,0.2665,0.7366,0.1704,0.4413,5.41,0.95,Very Low (<$0.30),38.4,0.1788,0,none,1,18.44,0.116,0.1743,1.0,113.6,2.7641
1988,Australia,AUS,AUD,Asia Pacific,1980s,0.306,1.1583,0.8122,0.2846,0.7554,0.1772,0.4651,5.41,6.79,Low ($0.30–$0.70),38.5,0.1882,0,none,1,14.92,0.0938,0.2122,1.0,118.3,2.6543
1989,Australia,AUS,AUD,Asia Pacific,1980s,0.3339,1.2639,0.8455,0.3168,0.8022,0.204,0.5075,9.12,11.31,Low ($0.30–$0.70),38.5,0.2053,0,none,1,18.33,0.1153,0.2186,1.0,124.0,2.5323
1990,Australia,AUS,AUD,Asia Pacific,1990s,0.3675,1.3911,0.8829,0.3473,0.8344,0.2321,0.5586,10.06,9.63,Low ($0.30–$0.70),38.6,0.2256,0,none,1,23.73,0.1493,0.2182,1.0,130.7,2.4024
1991,Australia,AUS,AUD,Asia Pacific,1990s,0.3745,1.4176,0.8634,0.3589,0.8274,0.2266,0.5692,1.9,3.34,Low ($0.30–$0.70),38.6,0.2299,0,none,1,20.2,0.1271,0.2474,1.0,136.2,2.3054
1992,Australia,AUS,AUD,Asia Pacific,1990s,0.3876,1.4672,0.8675,0.3757,0.8408,0.2394,0.5892,3.5,4.68,Low ($0.30–$0.70),38.7,0.2376,0,none,1,19.32,0.1215,0.2661,1.0,140.3,2.2381
1993,Australia,AUS,AUD,Asia Pacific,1990s,0.4012,1.5187,0.8718,0.3832,0.8327,0.2398,0.6098,3.51,2.0,Low ($0.30–$0.70),38.7,0.2459,0,none,1,16.97,0.1067,0.2945,1.0,144.5,2.173
1994,Australia,AUS,AUD,Asia Pacific,1990s,0.4196,1.5884,0.889,0.3937,0.8342,0.2548,0.6378,4.59,2.74,Low ($0.30–$0.70),38.8,0.2568,0,none,1,15.82,0.0995,0.3201,1.0,148.2,2.1188
1995,Australia,AUS,AUD,Asia Pacific,1990s,0.4466,1.6906,0.9202,0.4178,0.8608,0.2624,0.6788,6.43,6.12,Low ($0.30–$0.70),38.9,0.2729,0,none,1,17.02,0.1071,0.3395,1.0,152.4,2.0604
1996,Australia,AUS,AUD,Asia Pacific,1990s,0.4645,1.7583,0.9296,0.4454,0.8914,0.2839,0.706,4.01,6.61,Low ($0.30–$0.70),38.9,0.2838,0,none,1,22.12,0.1391,0.3254,1.0,156.9,2.0013
1997,Australia,AUS,AUD,Asia Pacific,1990s,0.4962,1.8783,0.9708,0.4796,0.9383,0.2868,0.7542,6.82,7.68,Low ($0.30–$0.70),39.0,0.3027,0,none,1,19.09,0.1201,0.3761,1.0,160.5,1.9564
1998,Australia,AUS,AUD,Asia Pacific,1990s,0.515,1.9495,0.9921,0.4949,0.9534,0.3067,0.7828,3.79,3.19,Low ($0.30–$0.70),39.0,0.3141,0,none,1,13.07,0.0822,0.4328,0.82,163.0,1.9264
1999,Australia,AUS,AUD,Asia Pacific,1990s,0.5392,2.0411,1.0163,0.4955,0.9339,0.328,0.8196,4.7,0.12,Low ($0.30–$0.70),39.1,0.3284,0,none,1,17.97,0.113,0.4262,1.0,166.6,1.8848
2000,Australia,AUS,AUD,Asia Pacific,2000s,0.5669,2.1459,1.0337,0.547,0.9974,0.3429,0.8617,5.14,10.39,Low ($0.30–$0.70),39.1,0.3452,0,none,1,30.38,0.1911,0.3758,1.0,172.2,1.8235
2001,Australia,AUS,AUD,Asia Pacific,2000s,0.6079,2.3012,1.0778,0.5798,1.028,0.364,0.924,7.23,6.0,Low ($0.30–$0.70),39.2,0.3696,0,none,1,25.93,0.1631,0.4448,1.0,177.1,1.773
2002,Australia,AUS,AUD,Asia Pacific,2000s,0.6684,2.5302,1.1666,0.6325,1.104,0.4151,1.016,9.95,9.09,Low ($0.30–$0.70),39.3,0.4057,0,none,1,26.15,0.1645,0.5039,1.0,179.9,1.7454
2003,Australia,AUS,AUD,Asia Pacific,2000s,0.7575,2.8674,1.2927,0.7341,1.2528,0.4473,1.1514,13.33,16.06,Medium ($0.70–$1.10),39.3,0.4598,0,none,1,31.07,0.1954,0.5621,1.0,184.0,1.7065
2004,Australia,AUS,AUD,Asia Pacific,2000s,0.8158,3.0881,1.3561,0.7662,1.2736,0.4965,1.24,7.7,4.37,Medium ($0.70–$1.10),39.4,0.4944,0,none,1,41.49,0.261,0.5548,1.0,188.9,1.6623
2005,Australia,AUS,AUD,Asia Pacific,2000s,0.9021,3.4148,1.4504,0.8532,1.3718,0.5514,1.3712,10.58,11.35,Medium ($0.70–$1.10),39.4,0.5467,0,none,1,56.59,0.3559,0.5462,1.0,195.3,1.6078
2006,Australia,AUS,AUD,Asia Pacific,2000s,0.9744,3.6885,1.5177,0.948,1.4765,0.6018,1.4811,8.01,11.11,Medium ($0.70–$1.10),39.5,0.5895,0,none,1,66.02,0.4153,0.5591,1.0,201.6,1.5575
2007,Australia,AUS,AUD,Asia Pacific,2000s,1.0589,4.0084,1.6039,1.0207,1.5461,0.668,1.6095,8.67,7.67,Medium ($0.70–$1.10),39.5,0.6406,0,none,1,72.34,0.455,0.6039,1.0,207.3,1.5147
2008,Australia,AUS,AUD,Asia Pacific,2000s,1.168,4.4214,1.7034,1.0985,1.6021,0.7145,1.7754,10.3,7.62,High ($1.10–$1.60),39.6,0.7055,0,none,1,99.67,0.6269,0.5411,1.28,215.3,1.4584
2009,Australia,AUS,AUD,Asia Pacific,2000s,1.1264,4.2639,1.6489,1.0717,1.5688,0.6781,1.7121,-3.56,-2.44,High ($1.10–$1.60),39.7,0.6792,0,none,1,61.74,0.3883,0.7381,0.78,214.5,1.4639
2010,Australia,AUS,AUD,Asia Pacific,2010s,1.0538,3.9891,1.5172,0.9962,1.4342,0.6279,1.6018,-6.45,-7.04,Medium ($0.70–$1.10),39.7,0.6354,0,none,1,79.61,0.5007,0.5531,1.0,218.1,1.4397
2011,Australia,AUS,AUD,Asia Pacific,2010s,1.0381,3.9296,1.4494,0.9682,1.3518,0.6187,1.5779,-1.49,-2.81,Medium ($0.70–$1.10),39.8,0.6249,0,none,1,111.26,0.6998,0.3383,1.0,224.9,1.3962
2012,Australia,AUS,AUD,Asia Pacific,2010s,1.0352,3.9187,1.4157,1.0077,1.3781,0.632,1.5735,-0.28,4.08,Medium ($0.70–$1.10),39.8,0.6232,0,none,1,112.01,0.7045,0.3307,1.0,229.6,1.3676
2013,Australia,AUS,AUD,Asia Pacific,2010s,1.0119,3.8305,1.3637,0.9485,1.2782,0.6031,1.5381,-2.25,-5.87,Medium ($0.70–$1.10),39.9,0.6082,0,none,1,108.66,0.6835,0.3284,1.0,233.0,1.3476
2014,Australia,AUS,AUD,Asia Pacific,2010s,0.9787,3.7048,1.2983,0.9238,1.2255,0.5895,1.4876,-3.28,-2.6,Medium ($0.70–$1.10),39.9,0.5882,0,none,1,98.97,0.6225,0.3562,1.0,236.7,1.3266
2015,Australia,AUS,AUD,Asia Pacific,2010s,0.9874,3.7377,1.3082,0.919,1.2176,0.595,1.5008,0.89,-0.52,Medium ($0.70–$1.10),40.0,0.5924,0,none,1,52.39,0.3295,0.6579,1.0,237.0,1.3249
2016,Australia,AUS,AUD,Asia Pacific,2010s,1.0105,3.8252,1.3221,0.9798,1.2819,0.6215,1.536,2.34,6.62,Medium ($0.70–$1.10),40.1,0.6053,0,none,1,43.74,0.2751,0.7354,1.0,240.0,1.3083
2017,Australia,AUS,AUD,Asia Pacific,2010s,1.045,3.9558,1.3388,1.0015,1.283,0.6276,1.5884,3.41,2.21,Medium ($0.70–$1.10),40.1,0.626,0,none,1,54.25,0.3412,0.7038,1.0,245.1,1.2811
2018,Australia,AUS,AUD,Asia Pacific,2010s,1.0977,4.1552,1.3727,1.0451,1.3069,0.6458,1.6685,5.04,4.35,Medium ($0.70–$1.10),40.2,0.6564,0,none,1,71.34,0.4487,0.649,1.0,251.1,1.2505
2019,Australia,AUS,AUD,Asia Pacific,2010s,1.1567,4.3786,1.4204,1.0799,1.3261,0.7024,1.7582,5.37,3.33,High ($1.10–$1.60),40.2,0.6917,0,none,1,64.37,0.4049,0.7518,1.0,255.7,1.228
2020,Australia,AUS,AUD,Asia Pacific,2020s,1.2683,4.801,1.5388,1.2262,1.4877,0.7384,1.9278,9.65,13.55,High ($1.10–$1.60),40.3,0.7572,0,none,1,41.84,0.2632,1.0051,0.72,258.8,1.2133
2021,Australia,AUS,AUD,Asia Pacific,2020s,1.4448,5.4692,1.674,1.3536,1.5684,0.8656,2.1961,13.92,10.39,High ($1.10–$1.60),40.3,0.8625,0,none,1,70.86,0.4457,0.9991,1.0,271.0,1.1587
2022,Australia,AUS,AUD,Asia Pacific,2020s,1.6115,6.1002,1.7288,1.5598,1.6733,0.9691,2.4495,11.54,15.23,Very High (>$1.60),40.4,0.9605,0,none,1,101.32,0.6373,0.9742,1.3,292.7,1.0728
2023,Australia,AUS,AUD,Asia Pacific,2020s,1.3618,5.155,1.4034,1.3082,1.3481,0.8409,2.0699,-15.49,-16.13,High ($1.10–$1.60),40.5,0.8103,0,none,1,82.49,0.5188,0.843,1.0,304.7,1.0305
2024,Australia,AUS,AUD,Asia Pacific,2020s,1.2797,4.8442,1.2797,1.221,1.221,0.7782,1.9451,-6.03,-6.67,High ($1.10–$1.60),40.5,0.7614,0,none,1,80.0,0.5032,0.7765,1.0,314.0,1.0
1924,Japan,JPN,JPY,Asia Pacific,1920s,0.02,0.0757,0.3673,0.0184,0.3379,0.0136,2.96,,,Very Low (<$0.30),19.2,0.0162,0,none,0,1.43,0.009,0.011,1.0,17.1,18.3626
1925,Japan,JPN,JPY,Asia Pacific,1920s,0.0211,0.0799,0.3786,0.0195,0.3499,0.0143,3.1228,5.5,5.98,Very Low (<$0.30),19.2,0.017,0,none,0,1.68,0.0106,0.0105,1.0,17.5,17.9429
1926,Japan,JPN,JPY,Asia Pacific,1920s,0.0204,0.0772,0.3619,0.0186,0.33,0.0141,3.0192,-3.32,-4.62,Very Low (<$0.30),19.2,0.0165,0,none,0,1.88,0.0118,0.0086,1.0,17.7,17.7401
1927,Japan,JPN,JPY,Asia Pacific,1920s,0.0205,0.0776,0.3699,0.0191,0.3447,0.0142,3.034,0.49,2.69,Very Low (<$0.30),19.2,0.0166,0,none,0,1.3,0.0082,0.0123,1.0,17.4,18.046
1928,Japan,JPN,JPY,Asia Pacific,1920s,0.0218,0.0825,0.4003,0.0204,0.3746,0.0145,3.2264,6.34,6.81,Very Low (<$0.30),19.2,0.0176,0,none,0,1.17,0.0074,0.0144,1.0,17.1,18.3626
1929,Japan,JPN,JPY,Asia Pacific,1920s,0.0215,0.0814,0.3948,0.0202,0.3709,0.0144,3.182,-1.38,-0.98,Very Low (<$0.30),19.2,0.0174,0,none,0,1.27,0.008,0.0135,1.0,17.1,18.3626
1930,Japan,JPN,JPY,Asia Pacific,1930s,0.022,0.0833,0.4137,0.0207,0.3892,0.0152,3.256,2.33,2.48,Very Low (<$0.30),19.2,0.0178,0,none,0,1.19,0.0075,0.0145,1.0,16.7,18.8024
1931,Japan,JPN,JPY,Asia Pacific,1930s,0.0223,0.0844,0.4607,0.021,0.4338,0.015,3.3004,1.36,1.45,Very Low (<$0.30),19.2,0.018,0,none,0,0.65,0.0041,0.0182,1.0,15.2,20.6579
